"_time",action,app,bytes,"bytes_in","bytes_out",category,"dest_ip","dest_port",duration,packets,"packets_in","packets_out","src_ip",user
"1457331065.000",allowed,dns,212,112,100,any,"10.174.19.2",53,0,2,1,1,"10.174.30.191",unknown
"1457331040.000",allowed,"ms-ds-smb",2180,1695,485,any,"10.208.28.191",445,1,2,1,1,"10.174.30.148",unknown
"1457331037.000",allowed,dns,206,109,97,any,"10.174.19.2",53,11,2,1,1,"10.174.30.190",unknown
"1457331036.000",allowed,"ms-ds-smb",1170,870,300,any,"10.208.6.229",445,1,2,1,1,"10.174.30.148",unknown
"1457331034.000",allowed,dns,206,109,97,any,"10.174.19.2",53,1,2,1,1,"10.174.30.186",unknown
"1457331025.000",allowed,"ms-ds-smb",1980,1530,450,any,"10.208.30.86",445,7,2,1,1,"10.174.30.148",unknown
"1457331023.000",allowed,dns,206,109,97,any,"10.174.19.2",53,1,2,1,1,"10.174.30.180",unknown
"1457331023.000",allowed,"ms-ds-smb",2120,1635,485,any,"10.208.30.59",445,1,2,1,1,"10.174.30.148",unknown
"1457331021.000",allowed,dns,212,112,100,any,"10.174.19.2",53,1,2,1,1,"10.174.30.191",unknown
"1457331016.000",allowed,dns,218,115,103,any,"10.174.19.2",53,1,2,1,1,"10.174.30.191",unknown
"1457330963.000",allowed,dns,200,106,94,any,"10.174.19.2",53,12,2,1,1,"10.174.30.180",unknown
"1457330954.000",allowed,dns,174,93,81,any,"10.174.19.2",53,1,2,1,1,"10.174.30.148",unknown
"1457330934.000",allowed,dns,206,109,97,any,"10.174.19.2",53,3,2,1,1,"10.174.30.186",unknown
"1457330917.000",allowed,dns,174,93,81,any,"10.174.19.2",53,4,2,1,1,"10.174.30.148",unknown
"1457330909.000",allowed,dns,218,115,103,any,"10.174.19.2",53,0,2,1,1,"10.174.30.170",unknown
"1457330896.000",allowed,"ms-ds-smb",2180,1680,500,any,"10.208.30.117",445,9,2,1,1,"10.174.30.148",unknown
"1457330895.000",allowed,dns,218,115,103,any,"10.174.19.2",53,6,2,1,1,"10.174.30.170",unknown
"1457330870.000",allowed,dns,174,93,81,any,"10.174.19.2",53,4,2,1,1,"10.174.30.148",unknown
"1457330869.000",allowed,"web-browsing",1299,712,587,"computer-and-internet-info","182.69.7.26",80,3,10,4,6,"10.174.30.190",unknown
"1457330867.000",allowed,dns,200,106,94,any,"10.174.19.2",53,15,2,1,1,"10.174.30.190",unknown
"1457330867.000",allowed,dns,439,267,172,any,"10.174.19.2",53,17,4,2,2,"10.174.30.186",unknown
"1457330863.000",allowed,dns,226,119,107,any,"10.174.19.2",53,4,2,1,1,"10.174.30.191",unknown
"1457330862.000",allowed,dns,439,267,172,any,"10.174.19.2",53,0,4,2,2,"10.174.30.186",unknown
"1457330858.000",allowed,dns,439,267,172,any,"10.174.19.2",53,1,4,2,2,"10.174.30.186",unknown
"1457330852.000",allowed,dns,218,115,103,any,"10.174.19.2",53,1,2,1,1,"10.174.30.191",unknown
"1457330851.000",allowed,"ms-ds-smb",2810,2400,410,any,"10.208.23.235",445,1,2,1,1,"10.174.30.148",unknown
"1457330847.000",allowed,"web-browsing",1299,712,587,"computer-and-internet-info","182.69.7.26",80,9,10,4,6,"10.174.30.190",unknown
"1457330845.000",allowed,dns,413,251,162,any,"10.174.19.2",53,3,4,2,2,"10.174.30.148",unknown
"1457330845.000",allowed,dns,174,93,81,any,"10.174.19.2",53,1,2,1,1,"10.174.30.148",unknown
"1457330842.000",allowed,dns,218,115,103,any,"10.174.19.2",53,1,2,1,1,"10.174.30.170",unknown
"1457330840.000",allowed,dns,439,267,172,any,"10.174.19.2",53,1,4,2,2,"10.174.30.186",unknown
"1457330840.000",allowed,dns,439,267,172,any,"10.174.19.2",53,12,4,2,2,"10.174.30.186",unknown
"1457330839.000",allowed,dns,206,109,97,any,"10.174.19.2",53,2,2,1,1,"10.174.30.186",unknown
"1457330835.000",allowed,dns,196,104,92,any,"10.174.19.2",53,9,2,1,1,"10.174.30.148",unknown
"1457330832.000",allowed,ntp,184,90,94,any,"200.167.230.235",123,5,2,1,1,"10.174.30.170",unknown
"1457330832.000",allowed,"web-browsing",1299,712,587,"computer-and-internet-info","182.69.7.26",80,15,10,4,6,"10.174.30.190",unknown
"1457330831.000",allowed,dns,439,267,172,any,"10.174.19.2",53,2,4,2,2,"10.174.30.186",unknown
"1457330828.000",allowed,dns,233,146,87,any,"10.174.19.2",53,1,2,1,1,"10.174.30.190",unknown
"1457330827.000",allowed,dns,439,267,172,any,"10.174.19.2",53,8,4,2,2,"10.174.30.186",unknown
"1457330826.000",allowed,dns,439,267,172,any,"10.174.19.2",53,1,4,2,2,"10.174.30.186",unknown
"1457330825.000",allowed,dns,439,267,172,any,"10.174.19.2",53,5,4,2,2,"10.174.30.186",unknown
"1457330820.000",allowed,dns,439,267,172,any,"10.174.19.2",53,1,4,2,2,"10.174.30.190",unknown
"1457330819.000",allowed,ssl,7169,4810,2359,"computer-and-internet-info","103.52.119.148",443,30,22,11,11,"10.174.30.131",unknown
"1457330818.000",allowed,dns,212,112,100,any,"10.174.19.2",53,1,2,1,1,"10.174.30.170",unknown
"1457330814.000",allowed,"ms-ds-smb",2060,1590,470,any,"10.208.30.204",445,12,2,1,1,"10.174.30.148",unknown
"1457330814.000",allowed,dns,200,106,94,any,"10.174.19.2",53,13,2,1,1,"10.174.30.186",unknown
"1457330813.000",allowed,dns,200,106,94,any,"10.174.19.2",53,1,2,1,1,"10.174.30.190",unknown
"1457330812.000",allowed,dns,174,93,81,any,"10.174.19.2",53,6,2,1,1,"10.174.30.148",unknown
"1457330812.000",allowed,"web-browsing",1297,711,586,"computer-and-internet-info","182.69.7.26",80,19,10,4,6,"10.174.30.186",unknown
"1457330811.000",allowed,dns,212,112,100,any,"10.174.19.2",53,6,2,1,1,"10.174.30.122",unknown
"1457330808.000",allowed,dns,206,109,97,any,"10.174.19.2",53,12,2,1,1,"10.174.30.186",unknown
"1457330808.000",allowed,dns,439,267,172,any,"10.174.19.2",53,18,4,2,2,"10.174.30.186",unknown
"1457330802.000",allowed,dns,439,267,172,any,"10.174.19.2",53,1,4,2,2,"10.174.30.186",unknown
"1457330802.000",allowed,dns,453,265,188,any,"10.174.19.2",53,1,4,2,2,"10.174.30.148",unknown
"1457330802.000",allowed,dns,333,230,103,any,"10.174.19.2",53,1,4,2,2,"10.174.30.191",unknown
"1457330801.000",allowed,dns,174,93,81,any,"10.174.19.2",53,1,2,1,1,"10.174.30.148",unknown
"1457330798.000",allowed,"web-browsing",1297,711,586,"computer-and-internet-info","182.69.7.26",80,23,10,4,6,"10.174.30.186",unknown
"1457330798.000",allowed,dns,218,115,103,any,"10.174.19.2",53,1,2,1,1,"10.174.30.191",unknown
"1457330798.000",allowed,ntp,184,90,94,any,"10.174.19.2",123,1,2,1,1,"10.174.30.122",unknown
"1457330797.000",allowed,dns,218,115,103,any,"10.174.19.2",53,8,2,1,1,"10.174.30.191",unknown
"1457330797.000",allowed,dns,200,106,94,any,"10.174.19.2",53,14,2,1,1,"10.174.30.186",unknown
"1457330796.000",allowed,"web-browsing",1299,712,587,"computer-and-internet-info","182.69.7.26",80,20,10,4,6,"10.174.30.190",unknown
"1457330791.000",allowed,ntp,184,90,94,any,"10.174.19.2",123,1,2,1,1,"10.174.30.191",unknown
"1457330791.000",allowed,dns,439,267,172,any,"10.174.19.2",53,11,4,2,2,"10.174.30.190",unknown
"1457330790.000",allowed,dns,218,115,103,any,"10.174.19.2",53,8,2,1,1,"10.174.30.170",unknown
"1457330789.000",allowed,"web-browsing",1299,712,587,"computer-and-internet-info","182.69.7.26",80,17,10,4,6,"10.174.30.190",unknown
"1457330787.000",allowed,"ms-ds-smb",2180,1680,500,any,"10.208.27.141",445,10,2,1,1,"10.174.30.148",unknown
"1457330784.000",allowed,dns,439,267,172,any,"10.174.19.2",53,1,4,2,2,"10.174.30.190",unknown
"1457330783.000",allowed,"web-browsing",1297,711,586,"computer-and-internet-info","182.69.7.26",80,10,10,4,6,"10.174.30.186",unknown
"1457330783.000",allowed,"web-browsing",1299,712,587,"computer-and-internet-info","182.69.7.26",80,11,10,4,6,"10.174.30.190",unknown
"1457330781.000",allowed,dns,439,267,172,any,"10.174.19.2",53,11,4,2,2,"10.174.30.190",unknown
"1457330780.000",allowed,dns,439,267,172,any,"10.174.19.2",53,8,4,2,2,"10.174.30.186",unknown
"1457330779.000",allowed,dns,218,115,103,any,"10.174.19.2",53,10,2,1,1,"10.174.30.170",unknown
"1457330775.000",allowed,dns,218,115,103,any,"10.174.19.2",53,1,2,1,1,"10.174.30.170",unknown
"1457330774.000",allowed,dns,206,109,97,any,"10.174.19.2",53,1,2,1,1,"10.174.30.180",unknown
"1457330772.000",allowed,dns,218,115,103,any,"10.174.19.2",53,6,2,1,1,"10.174.30.191",unknown
"1457330772.000",allowed,dns,212,112,100,any,"10.174.19.2",53,1,2,1,1,"10.174.30.122",unknown
"1457330769.000",allowed,"web-browsing",1299,712,587,"computer-and-internet-info","182.69.7.26",80,1,10,4,6,"10.174.30.190",unknown
"1457330766.000",allowed,"ms-ds-smb",2060,1590,470,any,"10.208.84.123",445,0,2,1,1,"10.174.30.148",unknown
"1457330766.000",allowed,dns,200,106,94,any,"10.174.19.2",53,1,2,1,1,"10.174.30.190",unknown
"1457330764.000",allowed,dns,218,115,103,any,"10.174.19.2",53,13,2,1,1,"10.174.30.170",unknown
"1457330761.000",allowed,ntp,184,90,94,any,"10.174.19.2",123,1,2,1,1,"10.174.30.110",unknown
"1457330759.000",allowed,dns,206,109,97,any,"10.174.19.2",53,7,2,1,1,"10.174.30.180",unknown
"1457330755.000",allowed,"web-browsing",1299,712,587,"computer-and-internet-info","182.69.7.26",80,16,10,4,6,"10.174.30.186",unknown
"1457330749.000",allowed,"web-browsing",1299,712,587,"computer-and-internet-info","182.69.7.26",80,3,10,4,6,"10.174.30.186",unknown
"1457330747.000",allowed,dns,212,112,100,any,"10.174.19.2",53,11,2,1,1,"10.174.30.170",unknown
"1457330745.000",allowed,"ms-ds-smb",1460,1080,380,any,"10.49.45.65",445,14,2,1,1,"10.174.30.148",unknown
"1457330744.000",allowed,dns,439,267,172,any,"10.174.19.2",53,5,4,2,2,"10.174.30.186",unknown
"1457330744.000",allowed,dns,218,115,103,any,"10.174.19.2",53,12,2,1,1,"10.174.30.170",unknown
"1457330742.000",allowed,dns,206,109,97,any,"10.174.19.2",53,3,2,1,1,"10.174.30.190",unknown
"1457330742.000",allowed,dns,200,106,94,any,"10.174.19.2",53,1,2,1,1,"10.174.30.180",unknown
"1457330741.000",allowed,dns,332,251,81,any,"10.174.19.2",53,11,4,2,2,"10.174.30.148",unknown
"1457330739.000",allowed,dns,174,93,81,any,"10.174.19.2",53,8,2,1,1,"10.174.30.148",unknown
"1457330739.000",allowed,ntp,184,90,94,any,"130.190.51.239",123,14,2,1,1,"10.174.30.174",unknown
"1457330739.000",allowed,dns,457,267,190,any,"10.174.19.2",53,6,4,2,2,"10.174.30.148",unknown
"1457330738.000",allowed,dns,439,267,172,any,"10.174.19.2",53,4,4,2,2,"10.174.30.186",unknown
"1457330737.000",allowed,dns,413,251,162,any,"10.174.19.2",53,11,4,2,2,"10.174.30.148",unknown
"1457330735.000",allowed,"web-browsing",1299,712,587,"computer-and-internet-info","182.69.7.26",80,1,10,4,6,"10.174.30.186",unknown
"1457330733.000",allowed,dns,200,106,94,any,"10.174.19.2",53,9,2,1,1,"10.174.30.190",unknown
"1457330732.000",allowed,"web-browsing",1299,712,587,"computer-and-internet-info","182.69.7.26",80,22,10,4,6,"10.174.30.190",unknown
"1457330732.000",allowed,dns,212,112,100,any,"10.174.19.2",53,1,2,1,1,"10.174.30.122",unknown
"1457330732.000",allowed,dns,439,267,172,any,"10.174.19.2",53,17,4,2,2,"10.174.30.190",unknown
"1457330731.000",allowed,dns,439,267,172,any,"10.174.19.2",53,9,4,2,2,"10.174.30.190",unknown
"1457330730.000",allowed,dns,353,267,86,any,"10.174.19.2",53,6,4,2,2,"10.174.30.190",unknown
"1457330728.000",allowed,dns,212,112,100,any,"10.174.19.2",53,0,2,1,1,"10.174.30.170",unknown
"1457330723.000",allowed,dns,439,267,172,any,"10.174.19.2",53,1,4,2,2,"10.174.30.186",unknown
"1457330721.000",allowed,dns,200,106,94,any,"10.174.19.2",53,12,2,1,1,"10.174.30.180",unknown
"1457330720.000",allowed,dns,218,115,103,any,"10.174.19.2",53,0,2,1,1,"10.174.30.191",unknown
"1457330720.000",allowed,dns,439,267,172,any,"10.174.19.2",53,1,4,2,2,"10.174.30.190",unknown
"1457330718.000",allowed,dns,206,109,97,any,"10.174.19.2",53,10,2,1,1,"10.174.30.190",unknown
"1457330716.000",allowed,dns,439,267,172,any,"10.174.19.2",53,1,4,2,2,"10.174.30.186",unknown
"1457330712.000",allowed,dns,218,115,103,any,"10.174.19.2",53,9,2,1,1,"10.174.30.170",unknown
"1457330711.000",allowed,dns,285,187,98,any,"10.174.19.2",53,5,2,1,1,"10.174.30.176",unknown
"1457330709.000",allowed,"web-browsing",1299,712,587,"computer-and-internet-info","182.69.7.26",80,1,10,4,6,"10.174.30.190",unknown
"1457330704.000",allowed,dns,200,106,94,any,"10.174.19.2",53,1,2,1,1,"10.174.30.190",unknown
"1457330704.000",allowed,"ms-ds-smb",13595,10665,2930,any,"10.208.19.237",445,24,10,4,6,"10.174.30.148",unknown
"1457330704.000",allowed,"web-browsing",1297,711,586,"computer-and-internet-info","182.69.7.26",80,9,10,4,6,"10.174.30.190",unknown
"1457330703.000",allowed,"ms-ds-smb",1720,1275,445,any,"10.208.6.57",445,2,2,1,1,"10.174.30.148",unknown
"1457330703.000",allowed,dns,218,115,103,any,"10.174.19.2",53,2,2,1,1,"10.174.30.191",unknown
"1457330703.000",allowed,"web-browsing",1299,712,587,"computer-and-internet-info","182.69.7.26",80,13,10,4,6,"10.174.30.186",unknown
"1457330702.000",allowed,"web-browsing",1299,712,587,"computer-and-internet-info","182.69.7.26",80,3,10,4,6,"10.174.30.190",unknown
"1457330701.000",allowed,"ms-ds-smb",2775,2325,450,any,"10.208.84.229",445,1,2,1,1,"10.174.30.148",unknown
"1457330697.000",allowed,dns,218,115,103,any,"10.174.19.2",53,0,2,1,1,"10.174.30.191",unknown
"1457330697.000",allowed,dns,218,115,103,any,"10.174.19.2",53,2,2,1,1,"10.174.30.191",unknown
"1457330696.000",allowed,"web-browsing",1297,711,586,"computer-and-internet-info","182.69.7.26",80,8,10,4,6,"10.174.30.190",unknown
"1457330696.000",allowed,dns,439,267,172,any,"10.174.19.2",53,16,4,2,2,"10.174.30.190",unknown
"1457330696.000",allowed,"web-browsing",1297,711,586,"computer-and-internet-info","182.69.7.26",80,19,10,4,6,"10.174.30.190",unknown
"1457330694.000",allowed,ntp,184,90,94,any,"10.34.210.133",123,1,2,1,1,"10.174.30.170",unknown
"1457330693.000",allowed,dns,255,157,98,any,"10.174.19.2",53,10,2,1,1,"10.174.30.153",unknown
"1457330687.000",allowed,ntp,94,0,94,any,"85.121.27.209",123,1,1,0,1,"10.174.30.165",unknown
"1457330687.000",allowed,dns,200,106,94,any,"10.174.19.2",53,4,2,1,1,"10.174.30.186",unknown
"1457330687.000",allowed,dns,200,106,94,any,"10.174.19.2",53,1,2,1,1,"10.174.30.190",unknown
"1457330684.000",allowed,dns,218,115,103,any,"10.174.19.2",53,12,2,1,1,"10.174.30.170",unknown
"1457330683.000",allowed,dns,206,109,97,any,"10.174.19.2",53,1,2,1,1,"10.174.30.180",unknown
"1457330679.000",allowed,dns,233,146,87,any,"10.174.19.2",53,10,2,1,1,"10.174.30.123",unknown
"1457330678.000",allowed,dns,218,115,103,any,"10.174.19.2",53,2,2,1,1,"10.174.30.191",unknown
"1457330676.000",allowed,dns,372,269,103,any,"10.174.19.2",53,1,4,2,2,"10.174.30.131",unknown
"1457330673.000",allowed,"web-browsing",1297,711,586,"computer-and-internet-info","182.69.7.26",80,6,10,4,6,"10.174.30.190",unknown
"1457330673.000",allowed,dns,206,109,97,any,"10.174.19.2",53,2,2,1,1,"10.174.30.180",unknown
"1457330672.000",allowed,"web-browsing",1297,711,586,"computer-and-internet-info","182.69.7.26",80,5,10,4,6,"10.174.30.186",unknown
"1457330671.000",allowed,"web-browsing",1297,711,586,"computer-and-internet-info","182.69.7.26",80,1,10,4,6,"10.174.30.186",unknown
"1457330670.000",allowed,ssl,11405,9813,1592,"financial-services","166.78.192.64",443,54,27,12,15,"10.174.30.176",chuck
"1457330668.000",allowed,dns,206,109,97,any,"10.174.19.2",53,1,2,1,1,"10.174.30.190",unknown
"1457330667.000",allowed,"web-browsing",1299,712,587,"computer-and-internet-info","182.69.7.26",80,1,10,4,6,"10.174.30.190",unknown
"1457330665.000",allowed,dns,218,115,103,any,"10.174.19.2",53,11,2,1,1,"10.174.30.170",unknown
"1457330665.000",allowed,dns,353,267,86,any,"10.174.19.2",53,1,4,2,2,"10.174.30.190",unknown
"1457330665.000",allowed,dns,200,106,94,any,"10.174.19.2",53,2,2,1,1,"10.174.30.180",unknown
"1457330663.000",allowed,ssl,11265,9751,1514,"financial-services","162.13.248.120",443,52,26,12,14,"10.174.30.176",chuck
"1457330663.000",allowed,dns,218,115,103,any,"10.174.19.2",53,6,2,1,1,"10.174.30.191",unknown
"1457330660.000",allowed,dns,218,115,103,any,"10.174.19.2",53,4,2,1,1,"10.174.30.170",unknown
"1457330658.000",allowed,dns,439,267,172,any,"10.174.19.2",53,4,4,2,2,"10.174.30.190",unknown
"1457330658.000",allowed,dns,200,106,94,any,"10.174.19.2",53,1,2,1,1,"10.174.30.180",unknown
"1457330658.000",allowed,dns,200,106,94,any,"10.174.19.2",53,1,2,1,1,"10.174.30.180",unknown
"1457330657.000",allowed,ssl,11276,9684,1592,"financial-services","169.44.159.200",443,52,26,11,15,"10.174.30.176",chuck
"1457330657.000",allowed,dns,218,115,103,any,"10.174.19.2",53,7,2,1,1,"10.174.30.191",unknown
"1457330653.000",allowed,ssl,11316,9802,1514,"financial-services","166.78.197.48",443,52,26,12,14,"10.174.30.176",chuck
"1457330653.000",allowed,dns,218,115,103,any,"10.174.19.2",53,0,2,1,1,"10.174.30.170",unknown
"1457330653.000",allowed,dns,200,106,94,any,"10.174.19.2",53,1,2,1,1,"10.174.30.186",unknown
"1457330652.000",allowed,dns,212,112,100,any,"10.174.19.2",53,1,2,1,1,"10.174.30.122",unknown
"1457330651.000",allowed,dns,439,267,172,any,"10.174.19.2",53,11,4,2,2,"10.174.30.186",unknown
"1457330650.000",allowed,ssl,11265,9751,1514,"financial-services","162.13.248.112",443,52,26,12,14,"10.174.30.176",chuck
"1457330649.000",allowed,"ms-ds-smb",3035,2520,515,any,"10.208.30.191",445,10,2,1,1,"10.174.30.148",unknown
"1457330646.000",allowed,dns,439,267,172,any,"10.174.19.2",53,1,4,2,2,"10.174.30.190",unknown
"1457330645.000",allowed,ntp,184,90,94,any,"10.160.250.133",123,4,2,1,1,"10.174.30.139",unknown
"1457330644.000",allowed,ssl,11265,9751,1514,"financial-services","162.13.248.120",443,52,26,12,14,"10.174.30.176",chuck
"1457330643.000",allowed,dns,223,134,89,any,"10.174.19.2",53,1,2,1,1,"10.174.30.144",unknown
"1457330642.000",allowed,"ms-ds-smb",4435,4005,430,any,"10.208.84.51",445,15,4,2,2,"10.174.30.148",unknown
"1457330642.000",allowed,dns,353,267,86,any,"10.174.19.2",53,2,4,2,2,"10.174.30.186",unknown
"1457330641.000",allowed,"web-browsing",1297,711,586,"computer-and-internet-info","182.69.7.26",80,0,10,4,6,"10.174.30.190",unknown
"1457330641.000",allowed,"web-browsing",1367,711,656,"computer-and-internet-info","182.69.7.26",80,25,11,4,7,"10.174.30.186",unknown
"1457330640.000",allowed,dns,439,267,172,any,"10.174.19.2",53,3,4,2,2,"10.174.30.186",unknown
"1457330637.000",allowed,dns,200,106,94,any,"10.174.19.2",53,1,2,1,1,"10.174.30.190",unknown
"1457330636.000",allowed,dns,439,267,172,any,"10.174.19.2",53,18,4,2,2,"10.174.30.186",unknown
"1457330634.000",allowed,dns,439,267,172,any,"10.174.19.2",53,1,4,2,2,"10.174.30.190",unknown
"1457330633.000",allowed,dns,439,267,172,any,"10.174.19.2",53,0,4,2,2,"10.174.30.190",unknown
"1457330633.000",allowed,dns,455,259,196,any,"10.174.19.2",53,0,4,2,2,"10.174.30.131",unknown
"1457330629.000",allowed,dns,439,267,172,any,"10.174.19.2",53,1,4,2,2,"10.174.30.190",unknown
"1457330629.000",allowed,dns,439,267,172,any,"10.174.19.2",53,13,4,2,2,"10.174.30.190",unknown
"1457330627.000",allowed,ntp,184,90,94,any,"10.34.210.133",123,1,2,1,1,"10.174.30.198",unknown
"1457330626.000",allowed,dns,439,267,172,any,"10.174.19.2",53,13,4,2,2,"10.174.30.186",unknown
"1457330626.000",allowed,dns,425,269,156,any,"10.174.19.2",53,1,4,2,2,"10.174.30.106",unknown
"1457330625.000",allowed,dns,200,106,94,any,"10.174.19.2",53,1,2,1,1,"10.174.30.190",unknown
"1457330624.000",allowed,"web-browsing",1297,711,586,"computer-and-internet-info","182.69.7.26",80,13,10,4,6,"10.174.30.186",unknown
"1457330623.000",allowed,dns,439,267,172,any,"10.174.19.2",53,18,4,2,2,"10.174.30.190",unknown
"1457330623.000",allowed,dns,200,106,94,any,"10.174.19.2",53,1,2,1,1,"10.174.30.180",unknown
"1457330622.000",allowed,dns,206,109,97,any,"10.174.19.2",53,1,2,1,1,"10.174.30.190",unknown
"1457330620.000",allowed,dns,200,106,94,any,"10.174.19.2",53,6,2,1,1,"10.174.30.180",unknown
"1457330618.000",allowed,dns,439,267,172,any,"10.174.19.2",53,4,4,2,2,"10.174.30.186",unknown
"1457330617.000",allowed,"ms-ds-smb",41140,26715,14425,any,"10.208.27.106",445,28,25,11,14,"10.174.30.148",unknown
"1457330615.000",allowed,ntp,184,90,94,any,"10.174.19.2",123,1,2,1,1,"10.174.30.163",unknown
"1457330613.000",allowed,dns,218,115,103,any,"10.174.19.2",53,8,2,1,1,"10.174.30.191",unknown
"1457330613.000",allowed,ntp,184,90,94,any,"41.95.46.25",123,1,2,1,1,"10.174.30.193",unknown
"1457330612.000",allowed,"web-browsing",1299,712,587,"computer-and-internet-info","182.69.7.26",80,21,10,4,6,"10.174.30.186",unknown
"1457330612.000",allowed,dns,439,267,172,any,"10.174.19.2",53,1,4,2,2,"10.174.30.190",unknown
"1457330611.000",allowed,"web-browsing",1299,712,587,"computer-and-internet-info","182.69.7.26",80,15,10,4,6,"10.174.30.190",unknown
"1457330610.000",allowed,dns,218,115,103,any,"10.174.19.2",53,12,2,1,1,"10.174.30.170",unknown
"1457330608.000",allowed,dns,439,267,172,any,"10.174.19.2",53,1,4,2,2,"10.174.30.186",unknown
"1457330606.000",allowed,"ms-ds-smb",2180,1680,500,any,"10.208.84.203",445,1,2,1,1,"10.174.30.148",unknown
"1457330606.000",allowed,dns,218,115,103,any,"10.174.19.2",53,5,2,1,1,"10.174.30.191",unknown
"1457330605.000",allowed,"web-browsing",1299,712,587,"computer-and-internet-info","182.69.7.26",80,9,10,4,6,"10.174.30.186",unknown
"1457330603.000",allowed,dns,439,267,172,any,"10.174.19.2",53,14,4,2,2,"10.174.30.186",unknown
"1457330602.000",allowed,"web-browsing",1363,777,586,"computer-and-internet-info","182.69.7.26",80,25,11,5,6,"10.174.30.190",unknown
"1457330601.000",allowed,ntp,184,90,94,any,"10.174.19.2",123,5,2,1,1,"10.174.30.155",unknown
"1457330599.000",allowed,dns,206,109,97,any,"10.174.19.2",53,1,2,1,1,"10.174.30.186",unknown
"1457330594.000",allowed,dns,218,115,103,any,"10.174.19.2",53,5,2,1,1,"10.174.30.170",unknown
"1457330593.000",allowed,dns,439,267,172,any,"10.174.19.2",53,1,4,2,2,"10.174.30.186",unknown
"1457330593.000",allowed,dns,218,115,103,any,"10.174.19.2",53,13,2,1,1,"10.174.30.170",unknown
"1457330592.000",allowed,"ms-ds-smb",300,0,300,any,"10.208.19.163",445,1,1,0,1,"10.174.30.148",unknown
"1457330592.000",allowed,dns,212,112,100,any,"10.174.19.2",53,5,2,1,1,"10.174.30.170",unknown
"1457330591.000",allowed,"web-browsing",1299,712,587,"computer-and-internet-info","182.69.7.26",80,1,10,4,6,"10.174.30.190",unknown
"1457330590.000",allowed,dns,439,267,172,any,"10.174.19.2",53,0,4,2,2,"10.174.30.186",unknown
"1457330589.000",allowed,dns,218,115,103,any,"10.174.19.2",53,2,2,1,1,"10.174.30.191",unknown
"1457330588.000",allowed,"ms-ds-smb",4865,4005,860,any,"10.208.30.121",445,15,4,2,2,"10.174.30.148",unknown
"1457330588.000",allowed,dns,439,267,172,any,"10.174.19.2",53,12,4,2,2,"10.174.30.186",unknown
"1457330587.000",allowed,dns,218,115,103,any,"10.174.19.2",53,14,2,1,1,"10.174.30.191",unknown
"1457330583.000",allowed,dns,439,267,172,any,"10.174.19.2",53,8,4,2,2,"10.174.30.186",unknown
"1457330583.000",allowed,incomplete,234,0,234,any,"126.104.179.43",8089,4,4,0,4,"10.174.30.176",unknown
"1457330576.000",allowed,dns,223,134,89,any,"10.174.19.2",53,15,2,1,1,"10.174.30.150",unknown
"1457330576.000",allowed,ntp,184,90,94,any,"112.151.30.7",123,2,2,1,1,"10.174.30.111",unknown
"1457330575.000",allowed,"web-browsing",1297,711,586,"computer-and-internet-info","182.69.7.26",80,18,10,4,6,"10.174.30.186",unknown
"1457330573.000",allowed,dns,455,259,196,any,"10.174.19.2",53,14,4,2,2,"10.174.30.131",unknown
"1457330573.000",allowed,dns,206,109,97,any,"10.174.19.2",53,4,2,1,1,"10.174.30.180",unknown
"1457330572.000",allowed,"web-browsing",1299,712,587,"computer-and-internet-info","182.69.7.26",80,9,10,4,6,"10.174.30.190",unknown
"1457330571.000",allowed,dns,439,267,172,any,"10.174.19.2",53,16,4,2,2,"10.174.30.186",unknown
"1457330571.000",allowed,dns,439,267,172,any,"10.174.19.2",53,1,4,2,2,"10.174.30.190",unknown
"1457330568.000",allowed,dns,439,267,172,any,"10.174.19.2",53,0,4,2,2,"10.174.30.190",unknown
"1457330564.000",allowed,"web-browsing",1299,712,587,"computer-and-internet-info","182.69.7.26",80,1,10,4,6,"10.174.30.186",unknown
"1457330562.000",allowed,dns,212,112,100,any,"10.174.19.2",53,1,2,1,1,"10.174.30.170",unknown
"1457330559.000",allowed,dns,206,109,97,any,"10.174.19.2",53,1,2,1,1,"10.174.30.180",unknown
"1457330558.000",allowed,dns,212,112,100,any,"10.174.19.2",53,3,2,1,1,"10.174.30.170",unknown
"1457330558.000",allowed,dns,200,106,94,any,"10.174.19.2",53,15,2,1,1,"10.174.30.190",unknown
"1457330556.000",allowed,"ms-ds-smb",2000,1545,455,any,"10.208.27.43",445,13,2,1,1,"10.174.30.148",unknown
"1457330555.000",allowed,"ms-ds-smb",1720,1275,445,any,"10.208.30.111",445,1,2,1,1,"10.174.30.148",unknown
"1457330555.000",allowed,dns,212,112,100,any,"10.174.19.2",53,2,2,1,1,"10.174.30.191",unknown
"1457330553.000",allowed,dns,218,115,103,any,"10.174.19.2",53,14,2,1,1,"10.174.30.170",unknown
"1457330549.000",allowed,ssl,8711,6224,2487,"computer-and-internet-info","103.52.140.115",443,35,25,12,13,"10.174.30.131",unknown
"1457330548.000",allowed,dns,439,267,172,any,"10.174.19.2",53,2,4,2,2,"10.174.30.186",unknown
"1457330547.000",allowed,"ms-ds-smb",1820,1350,470,any,"10.208.84.113",445,1,2,1,1,"10.174.30.148",unknown
"1457330547.000",allowed,dns,200,106,94,any,"10.174.19.2",53,1,2,1,1,"10.174.30.180",unknown
