datamodel,modelName,nodeName,tags,"_timediff",app,"data_source_category",version
"Splunk_CIM_Validation.Network_Resolution","Splunk_CIM_Validation","Network_Resolution",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Missing_Extractions_DNS","Splunk_CIM_Validation","Missing_Extractions_DNS",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Network_Sessions","Splunk_CIM_Validation","Network_Sessions",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Missing_Extractions_Network_Sessions","Splunk_CIM_Validation","Missing_Extractions_Network_Sessions",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Network_Traffic","Splunk_CIM_Validation","Network_Traffic",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Missing_Extractions_Network_Traffic","Splunk_CIM_Validation","Missing_Extractions_Network_Traffic",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Performance","Splunk_CIM_Validation",Performance,,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Missing_Extractions_Perf_CPU","Splunk_CIM_Validation","Missing_Extractions_Perf_CPU",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Missing_Extractions_Perf_Facilities","Splunk_CIM_Validation","Missing_Extractions_Perf_Facilities",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Missing_Extractions_Perf_Memory","Splunk_CIM_Validation","Missing_Extractions_Perf_Memory",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Missing_Extractions_Perf_Storage","Splunk_CIM_Validation","Missing_Extractions_Perf_Storage",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Missing_Extractions_Perf_Network","Splunk_CIM_Validation","Missing_Extractions_Perf_Network",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Missing_Extractions_Perf_Timesync","Splunk_CIM_Validation","Missing_Extractions_Perf_Timesync",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Missing_Extractions_Perf_Uptime","Splunk_CIM_Validation","Missing_Extractions_Perf_Uptime",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Splunk_Audit","Splunk_CIM_Validation","Splunk_Audit",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Ticket_Management","Splunk_CIM_Validation","Ticket_Management",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Missing_Extractions_All_Ticket_Managment","Splunk_CIM_Validation","Missing_Extractions_All_Ticket_Managment",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Missing_Extractions_Incident","Splunk_CIM_Validation","Missing_Extractions_Incident",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Missing_Extractions_Problem","Splunk_CIM_Validation","Missing_Extractions_Problem",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Missing_Extractions_Change","Splunk_CIM_Validation","Missing_Extractions_Change",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Updates","Splunk_CIM_Validation",Updates,,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Missing_Extractions_Updates","Splunk_CIM_Validation","Missing_Extractions_Updates",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Vulnerabilities","Splunk_CIM_Validation",Vulnerabilities,,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Missing_Extractions_Vulnerabilities","Splunk_CIM_Validation","Missing_Extractions_Vulnerabilities",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Web","Splunk_CIM_Validation",Web,,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Missing_Extractions_Web","Splunk_CIM_Validation","Missing_Extractions_Web",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Untagged_Events","Splunk_CIM_Validation","Untagged_Events",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Untagged_Ports","Splunk_CIM_Validation","Untagged_Ports",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Untagged_Processes","Splunk_CIM_Validation","Untagged_Processes",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Untagged_Services","Splunk_CIM_Validation","Untagged_Services",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Untagged_Authentication","Splunk_CIM_Validation","Untagged_Authentication",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Untagged_Changes","Splunk_CIM_Validation","Untagged_Changes",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Untagged_Email","Splunk_CIM_Validation","Untagged_Email",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Untagged_IDS","Splunk_CIM_Validation","Untagged_IDS",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Untagged_Malware_Attacks","Splunk_CIM_Validation","Untagged_Malware_Attacks",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Untagged_Network_Resolution","Splunk_CIM_Validation","Untagged_Network_Resolution",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Untagged_Network_Sessions","Splunk_CIM_Validation","Untagged_Network_Sessions",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Untagged_Network_Traffic","Splunk_CIM_Validation","Untagged_Network_Traffic",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Untagged_Perf_CPU","Splunk_CIM_Validation","Untagged_Perf_CPU",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Untagged_Facilities","Splunk_CIM_Validation","Untagged_Facilities",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Untagged_Memory","Splunk_CIM_Validation","Untagged_Memory",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Untagged_Storage","Splunk_CIM_Validation","Untagged_Storage",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Untagged_Network","Splunk_CIM_Validation","Untagged_Network",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Untagged_OS","Splunk_CIM_Validation","Untagged_OS",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Untagged_Updates","Splunk_CIM_Validation","Untagged_Updates",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Untagged_Vulnerabilities","Splunk_CIM_Validation","Untagged_Vulnerabilities",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation.Untagged_Web","Splunk_CIM_Validation","Untagged_Web",,,"Splunk_SA_CIM",,"5.2.0"
"Splunk_CIM_Validation","Splunk_CIM_Validation",,,,"Splunk_SA_CIM",,"5.2.0"
"Test_Risk.All_Risk","Test_Risk","All_Risk",,,"SA-ThreatIntelligence",,"7.2.0"
"Test_Risk","Test_Risk",,,,"SA-ThreatIntelligence",,"7.2.0"
"Ticket_Management.All_Ticket_Management","Ticket_Management","All_Ticket_Management",ticketing,,"Splunk_SA_CIM","DS013TicketManagement-ET01|DS013TicketManagement-ET02LowLevelEvents","5.2.0"
"Ticket_Management.Change","Ticket_Management",Change,"ticketing,change",,"Splunk_SA_CIM",,"5.2.0"
"Ticket_Management.Incident","Ticket_Management",Incident,"ticketing,incident",,"Splunk_SA_CIM",,"5.2.0"
"Ticket_Management.Problem","Ticket_Management",Problem,"ticketing,problem",,"Splunk_SA_CIM",,"5.2.0"
"Ticket_Management","Ticket_Management",,ticketing,,"Splunk_SA_CIM","DS013TicketManagement-ET01|DS013TicketManagement-ET02LowLevelEvents","5.2.0"
"Updates.Updates",Updates,Updates,"update,status",,"Splunk_SA_CIM",,"5.2.0"
"Updates.Available_Updates",Updates,"Available_Updates","update,status",,"Splunk_SA_CIM","DS019PatchManagement-Eligible","5.2.0"
"Updates.Installed_Updates",Updates,"Installed_Updates","update,status",,"Splunk_SA_CIM","DS019PatchManagement-Applied","5.2.0"
"Updates.Restart_Required_Updates",Updates,"Restart_Required_Updates","update,status",,"Splunk_SA_CIM","DS019PatchManagement-Applied","5.2.0"
"Updates.Update_Errors",Updates,"Update_Errors","update,error",,"Splunk_SA_CIM","DS019PatchManagement-Failed","5.2.0"
Updates,Updates,,"update,status",,"Splunk_SA_CIM","DS019PatchManagement-Applied","5.2.0"
"Vulnerabilities.Vulnerabilities",Vulnerabilities,Vulnerabilities,"vulnerability,report",,"Splunk_SA_CIM","DS018VulnerabilityDetection-ET01SigDetected","5.2.0"
"Vulnerabilities.High_Critical_Vulnerabilities",Vulnerabilities,"High_Critical_Vulnerabilities","vulnerability,report",,"Splunk_SA_CIM",,"5.2.0"
"Vulnerabilities.Medium_Vulnerabilities",Vulnerabilities,"Medium_Vulnerabilities","vulnerability,report",,"Splunk_SA_CIM",,"5.2.0"
"Vulnerabilities.Low_Informational_Vulnerabilities",Vulnerabilities,"Low_Informational_Vulnerabilities","vulnerability,report",,"Splunk_SA_CIM",,"5.2.0"
Vulnerabilities,Vulnerabilities,,"vulnerability,report",,"Splunk_SA_CIM","DS018VulnerabilityDetection-ET01SigDetected","5.2.0"
"Web.Web",Web,Web,web,,"Splunk_SA_CIM","DS005WebProxyRequest-ET01Requested|DS005WebProxyRequest-ET01RequestedWebAppAware","5.2.0"
"Web.Proxy",Web,Proxy,"web,proxy",,"Splunk_SA_CIM",,"5.2.0"
"Web.Storage",Web,Storage,"web,storage",,"Splunk_SA_CIM",,"5.2.0"
Web,Web,,web,,"Splunk_SA_CIM","DS005WebProxyRequest-ET01Requested|DS005WebProxyRequest-ET01RequestedWebAppAware|DS014WebServer-ET01Access","5.2.0"
