productId,vendorName,productName,notes,"regex_field","regex_pattern","default_sourcetype_search","extended_fields","term_fields",eventtypeId,app,appid,path
"Microsoft_Graph_6",Microsoft,"Microsoft Defender Advanced Threat Protection",,sourcetype,"^GraphSecurityAlert$","sourcetype=GraphSecurityAlert",,,"DS004EndPointAntiMalware-ET01SigDetected|DS009EndPointIntel-ET01ProcessLaunch|DS009EndPointIntel-ET03ProcessLaunchwithCLI|DS009EndPointIntel-ET04ProcessLaunchWithHash",,,
"Microsoft_Graph_7",Microsoft,"Office 365",,sourcetype,"^GraphSecurityAlert$","sourcetype=GraphSecurityAlert",,,"DS012NetworkIntrusionDetection-ET01SigDetection|DS004EndPointAntiMalware-ET01SigDetected",,,
"Microsoft__AD_Certificate_Services",Microsoft,"Active Directory Certificate Services",,source,"^(Xml|WMI|)(|:)?WinEventLog:Application$","source=""*WinEventLog:Microsoft-Windows-CertificationAuthority""",,,"DS034ApplicationLogs-ET01General",,,
"Microsoft__AD",Microsoft,"Active Directory",,source,"^ActiveDirectory*$","source=ActiveDirectory*",,,"DS034ApplicationLogs-ET01General",,,
"Microsoft__DHCP",Microsoft,DHCP,,sourcetype,"^DhcpSrvLog$","sourcetype=DhcpSrvLog",,,"DS025IPAddressAssignment-ET01General",,,
"Microsoft__DNS",Microsoft,DNS,,source,"^(Xml|WMI|)(|:)?WinEventLog(:Security|)$","source=*WinEventLog*",,"TERM(DNS) TERM(client)","DS002DNS-ET01QueryResponse|DS002DNS-ET01QueryRequest",,,
"Microsoft__Exchange",Microsoft,Exchange,,sourcetype,"^MSExchange.*MessageTracking$|^MSExchange:management*","sourcetype=MSExchange*MessageTracking OR MSExchange:management*",,,"DS001MAIL-ET02Receive|DS001MAIL-ET03Send",,,
"Microsoft__Exchange_IIS",Microsoft,"Exchange (IIS)",,sourcetype,"^MSWindows:IIS$","sourcetype=MSWindows:IIS",,,"DS014WebServer-ET01Access|VendorSpecific-ms-iis",,,
"Microsoft__IIS",Microsoft,IIS,,sourcetype,"^(iis|ms:iis.*)$","sourcetype=iis OR sourcetype=ms:iis*",,,"DS014WebServer-ET01Access",,,
"Microsoft__IIS_operational_logs",Microsoft,IIS,,sourcetype,"^IIS:Configuration:Operational$","sourcetype=IIS:Configuration:Operational OR sourcetype=ms:iis*",,,"DS014WebServer-ET01Access",,,
"Microsoft__IIS_get_webglobalmodule",Microsoft,IIS,,sourcetype,"^Pwsh:InstalledIISModules$","sourcetype=iis OR Pwsh:InstalledIISModules",,,"DS014WebServer-ET01Access",,,
"Microsoft__Office_365_Audit",Microsoft,"Office 365 Audit",,sourcetype,"^(ms:o365:management|o365:management:activity)$","sourcetype=o365:management:activity OR sourcetype=ms:o365:management",,,"DS003Authentication-ET01Success|DS003Authentication-ET02Failure|VendorSpecific-azure-audit",,,
"Microsoft__Office_365_Email",Microsoft,"Office 365 Email",,sourcetype,"^ms:o365:reporting:messagetrace|ms:o365:email$","sourcetype=ms:o365:reporting:messagetrace OR sourcetype=ms:o365:email",,,"DS001MAIL-ET02Receive|DS001MAIL-ET03Send",,,
"Microsoft__Sysmon",Microsoft,Sysmon,,sourcetype,"^.*WinEventLog:Microsoft-Windows-Sysmon.Operational$","sourcetype=*WinEventLog:Microsoft-Windows-Sysmon/Operational",,,"DS009EndPointIntel-ET01ProcessLaunch|DS009EndPointIntel-ET03ProcessLaunchwithCLI|DS009EndPointIntel-ET04ProcessLaunchWithHash|DS009EndPointIntel-ET05ObjectChangeRemovableStorage|VendorSpecific-winsec-sysmon",,,
"Microsoft__Sysmon_DNS",Microsoft,"Sysmon DNS",,sourcetype,"^.*WinEventLog:Microsoft-Windows-Sysmon.Operational$","sourcetype=*WinEventLog:Microsoft-Windows-Sysmon/Operational","EventID=22",22,"DS002DNS-ET01QueryResponse|DS002DNS-ET01QueryRequest|DS002DNS-ET01Query|VendorSpecific-winsec-sysmon",,,
"Microsoft__Update_Log",Microsoft,"Update Log",,sourcetype,"^WindowsUpdateLog$","sourcetype=WindowsUpdateLog",,,"DS019PatchManagement-Eligible|DS019PatchManagement-Applied|DS019PatchManagement-Failed",,,
"Microsoft__WMI",Microsoft,WMI,,sourcetype,"^wineventlog:microsoft-windows-wmi-activity/operational$","sourcetype=wineventlog:microsoft-windows-wmi-activity/operational",,,"VendorSpecific-winsec",,,
"Microsoft__Windows_Application_Log",Microsoft,"Windows Application Log",,source,"^.*WinEventLog:Application$","source=*WinEventLog*Application",,,"DS034ApplicationLogs-ET01General",,,
"Microsoft__Windows_Application_Log",Microsoft,"Windows Application Log",,source,"^(Xml|)WinEventLog$","source=WinEventLog:Application*",,,"DS034ApplicationLogs-ET01General",,,
"Microsoft__Windows_Domain_Controller",Microsoft,"Windows Domain Controller",,source,"^(Xml|WMI|)(|:)?WinEventLog(:Security|)$","source=*WinEventLog*Security",,,"VendorSpecific-winsec-domaincontroller",,,
"Microsoft__Windows_Certificate_Services",Microsoft,"Windows Certificate Services",,source,"^(Xml|)WinEventLog:Microsoft-Windows-CertificateServicesClient-Lifecycle-System/Operational","source=*WinEventLog:Microsoft-Windows-CertificateServicesClient-Lifecycle-System/Operational",,,"VendorSpecific-winsec-certificateservices",,,
"Microsoft__Windows_Host_and_Server",Microsoft,"Windows Host and Server",,source,"^(Xml|WMI|\*|)(|:)?WinEventLog(:Security|)$","source=*WinEventLog*Security",,,"VendorSpecific-winsec",,,
"Microsoft__Windows_Performance",Windows,"Performance (PerfMon)",,sourcetype,"^(Perfmon:CPU|Perfmon:LogicalDisk|Perfmon:Memory|Perfmon:Network|Perfmon:Process|Perfmon:ProcessorInformation|Perfmon:System|Script:TimesyncStatus|WMI:ComputerSystem|WMI:CPUTime|WMI:FreeDiskSpace|WMI:LocalNetwork|WMI:LogicalDisk|WMI:Memory|WMI:Uptime)$","sourcetype=""Perfmon:CPU"" OR sourcetype=""Perfmon:LogicalDisk"" OR sourcetype=""Perfmon:Memory"" OR sourcetype=""Perfmon:Network"" OR sourcetype=""Perfmon:Process"" OR sourcetype=""Perfmon:ProcessorInformation"" OR sourcetype=""Perfmon:System"" OR sourcetype=""Script:TimesyncStatus"" OR sourcetype=""WMI:ComputerSystem"" OR sourcetype=""WMI:CPUTime"" OR sourcetype=""WMI:FreeDiskSpace"" OR sourcetype=""WMI:LocalNetwork""OR sourcetype=""WMI:LogicalDisk"" OR sourcetype=""WMI:Memory"" OR sourcetype=""WMI:Uptime"" ",,,"DS022HostPerformance-ET01General",,,
"Microsoft__Windows_Powershell",Microsoft,"Windows Powershell",,source,"^(Xml|WMI|)(|:)WinEventLog(:|).*PowerShell.*$","source=*WinEventLog*Security",,,"VendorSpecific-winsec-powershell",,,
"Microsoft__Windows_Powershell",Microsoft,"Windows Powershell",,sourcetype,"^XmlWinEventLog:Microsoft-Windows-Powershell/Operational$|^WinEventLog:Microsoft-Windows-TerminalServices-*|^XmlWinEventLog:Microsoft-Windows-CAPI2*|^PwSh:bootloader*|^PwSh:DriverInventory*","sourcetype=XmlWinEventLog:Microsoft-Windows-Powershell/Operational",,,"VendorSpecific-winsec-powershell",,,
"Microsoft__Windows_Process_Launch",Microsoft,"Windows Process Launch",,source,"^(Xml|WMI|)(|:)?WinEventLog(:Security|)$","source=*WinEventLog*Security","EventCode=4688",4688,"DS009EndPointIntel-ET01ProcessLaunch|VendorSpecific-winsec",,,
"Microsoft__Windows_System_Log",Microsoft,"Windows System Log",,source,"^.*WinEventLog:System$","source=*WinEventLog*System",,,"DS033SystemLogs-ET01General|VendorSpecific-win-system",,,
"Microsoft__Windows_System_Log",Microsoft,"Windows System Log",,source,"^(Xml|)WinEventLog$","source=WinEventLog:System*",,,"DS033SystemLogs-ET01General|VendorSpecific-win-system",,,
"Microsoft__Windows_Task_Scheduler",Microsoft,"Windows Task Scheduler",,source,"^(Xml|)WinEventLog:Microsoft-Windows-TaskScheduler/Operational$","source=*WinEventLog:Microsoft-Windows-TaskScheduler/Operational",,,"VendorSpecific-win-taskscheduler",,,
"Microsoft__Windows_Print_Service",Microsoft,"Windows Print Service",,source,"^(Xml|)wineventlog:microsoft-windows-printservice/operational$","source=*wineventlog:microsoft-windows-printservice/operational",,,"VendorSpecific-win-printservice",,,
"Microsoft__Windows_TerminalServices-RemoteConnectionManager",Microsoft,"Windows Terminal Service",,source,"^(Xml|)wineventlog:microsoft-windows-terminalservice/operational","source=*wineventlog:microsoft-windows-terminalservice/operational",,,"VendorSpecific-win-terminalservice",,,
"MySQL__Error_log",MySQL,"MySQL Database",,sourcetype,"^mysql:errorLog$","sourcetype=""mysql:errorLog""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__InnoDB_locks_transactions",MySQL,"MySQL Database",,sourcetype,"^mysql:innodbLockWaits$","sourcetype=""mysql:innodbLockWaits""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__Innodb_status",MySQL,"MySQL Database",,sourcetype,"^mysql:innodbStatus$","sourcetype=""mysql:innodbStatus""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__Logs_database_table",MySQL,"MySQL Database",,sourcetype,"^mysql:database$","sourcetype=""mysql:database""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__Logs_innodb_buffer_page_database_table",MySQL,"MySQL Database",,sourcetype,"^mysql:innodb_buffer_page$","sourcetype=""mysql:innodb_buffer_page""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__Overall_status",MySQL,"MySQL Database",,sourcetype,"^mysql:status$","sourcetype=""mysql:status""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__Query_Log",MySQL,"MySQL Database",,sourcetype,"^mysql:generalQueryLog$","sourcetype=""mysql:generalQueryLog""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__connections",MySQL,"MySQL Database",,sourcetype,"^mysql:connection:stats$","sourcetype=""mysql:connection:stats""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__database_threads_processes_information",MySQL,"MySQL Database",,sourcetype,"^mysql:databaseProcess$","sourcetype=""mysql:databaseProcess""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__disk_usage_for_all_kinds_of_logs",MySQL,"MySQL Database",,sourcetype,"^mysql:diskUsageDb$","sourcetype=""mysql:diskUsageDb""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__error_log_db",MySQL,"MySQL Database",,sourcetype,"^mysql:errorLogDb$","sourcetype=""mysql:errorLogDb""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__events",MySQL,"MySQL Database",,sourcetype,"^mysql:events$","sourcetype=""mysql:events""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__global_grants",MySQL,"MySQL Database",,sourcetype,"^mysql:globalGrants$","sourcetype=""mysql:globalGrants""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__loaded_components",MySQL,"MySQL Database",,sourcetype,"^mysql:components$","sourcetype=""mysql:components""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__logs_general_log_database_table",MySQL,"MySQL Database",,sourcetype,"^mysql:generalQueryLogDb$","sourcetype=""mysql:generalQueryLogDb""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__logs_slow_query",MySQL,"MySQL Database",,sourcetype,"^mysql:slowQueryLog$","sourcetype=""mysql:slowQueryLog""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__logs_slow_query_database_table",MySQL,"MySQL Database",,sourcetype,"^mysql:slowQueryLogDb$","sourcetype=""mysql:slowQueryLogDb""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__process_information",MySQL,"MySQL Database",,sourcetype,"^mysql:processInfo$","sourcetype=""mysql:processInfo""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__role/account_permission_grant",MySQL,"MySQL Database",,sourcetype,"^mysql:grants$","sourcetype=""mysql:grants""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__schema_objects",MySQL,"MySQL Database",,sourcetype,"^mysql:schemaObjectOverview$","sourcetype=""mysql:schemaObjectOverview""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__schema_objects",MySQL,"MySQL Database",,sourcetype,"^mysql:instance:stats$","sourcetype=""mysql:instance:stats""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__storage_engines",MySQL,"MySQL Database",,sourcetype,"^mysql:engines$","sourcetype=""mysql:engines""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__summaries_by_stages",MySQL,"MySQL Database",,sourcetype,"^mysql:userSummaryByStages$","sourcetype=""mysql:userSummaryByStages""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__system_variables_global_settings",MySQL,"MySQL Database",,sourcetype,"^mysql:variables$","sourcetype=""mysql:variables""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__table_status",MySQL,"MySQL Database",,sourcetype,"^mysql:tableStatus$","sourcetype=""mysql:tableStatus""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__transactions",MySQL,"MySQL Database",,sourcetype,"^mysql:transaction:stats$","sourcetype=""mysql:transaction:stats""",,,"DS029DatabaseServer-ET01General",,,
"MySQL__users",MySQL,"MySQL Database",,sourcetype,"^mysql:user$","sourcetype=""mysql:user""",,,"DS029DatabaseServer-ET01General",,,
"Nessus__Vulnerability_Scanner",Nessus,"Vulnerability Scanner",,sourcetype,"^(nessus|nessus_xml|nessus:scan)$","sourcetype=nessus OR sourcetype=nessus_xml OR sourcetype=nessus:scan",,,"DS018VulnerabilityDetection-ET01SigDetected",,,
"Netflow___",Netflow,,,sourcetype,"^netflow$","sourcetype=netflow",,,"DS010NetworkCommunication-ET01Traffic|DS035NetworkFlow-ET01General",,,
"OSQuery___",OSQuery,,,sourcetype,"^osquery:results","sourcetype=osquery:results",,,"DS009EndPointIntel-ET01ProcessLaunch|DS009EndPointIntel-ET03ProcessLaunchwithCLI|DS009EndPointIntel-ET04ProcessLaunchWithHash|VendorSpecific-osquery",,,
"Okta__Identity_Cloud",Okta,"Identity Cloud",,sourcetype,"^Okta.*$","sourceype=Okta*",,,"DS003Authentication-ET01Success|DS003Authentication-ET02Failure|VendorSpecific-Okta",,,
"OracleDB__Alert_Log",Oracle,"Oracle Database",,sourcetype,"^oracle:alert:(text|xml)$","sourcetype=""oracle:alert:text"" OR sourcetype=""oracle:alert:xml""",,,"DS029DatabaseServer-ET01General",,,
"OracleDB__Audit_Log",Oracle,"Oracle Database",,sourcetype,"^oracle:audit:(text|xml)$","sourcetype=""oracle:audit:text"" OR sourcetype=""oracle:audit:xml""",,,"DS029DatabaseServer-ET01General",,,
"OracleDB__Incident_Log",Oracle,"Oracle Database",,sourcetype,"^oracle:incident$","sourcetype=""oracle:incident""",,,"DS029DatabaseServer-ET01General",,,
"OracleDB__Listener_Log",Oracle,"Oracle Database",,sourcetype,"^oracle:listener:(text|xml)$","sourcetype=""oracle:listener:text"" OR sourcetype=""oracle:listener:xml""",,,"DS029DatabaseServer-ET01General",,,
"OracleDB__Trace_Log",Oracle,"Oracle Database",,sourcetype,"^oracle:trace$","sourcetype=""oracle:trace""",,,"DS029DatabaseServer-ET01General",,,
"Orca__Security_alert",Orca,"Security (Alerts)",,sourcetype,"^orca:alerts$","sourcetype=orca:alerts",,,"DS018VulnerabilityDetection-ET01SigDetected|DS012NetworkIntrusionDetection-ET01SigDetection",,,
"Orca__Security_cve",Orca,"Security (CVEs)",,sourcetype,"^orca:cves$","sourcetype=orca:cves",,,"DS018VulnerabilityDetection-ET01SigDetected",,,
"Palo_Alto_Networks__Firewall","Palo Alto Networks","Firewall (Alone)",,sourcetype,"^pan.*traffic$","sourcetype=pan*traffic",,,"DS010NetworkCommunication-ET01Traffic",,,
"Palo_Alto_Networks__Firewall_w_AppId","Palo Alto Networks","Firewall w/ AppId",,sourcetype,"^pan.*traffic$","sourcetype=pan*traffic","app=*",,"DS010NetworkCommunication-ET01Traffic|DS010NetworkCommunication-ET01TrafficAppAware",,,
"Palo_Alto_Networks__IPS","Palo Alto Networks",IPS,,sourcetype,"^pan.*threat$","sourcetype=pan*threat",,"TERM(IPS)","DS012NetworkIntrusionDetection-ET01SigDetection",,,
"Palo_Alto_Networks__Network_Anti-Virus","Palo Alto Networks","Network Anti-Virus",,sourcetype,"^pan.*threat$","sourcetype=pan*threat","log_subtype=virus OR log_subtype=wildfire-virus","TERM(virus) OR TERM(wildfire-virus)","DS004EndPointAntiMalware-ET01SigDetected",,,
"Palo_Alto_Networks__URL_Filtering_for_Web_Security","Palo Alto Networks","URL Filtering for Web Security",,sourcetype,"^pan.*threat$","sourcetype=pan*threat","log_subtype=url","TERM(url)","DS005WebProxyRequest-ET01Requested|DS005WebProxyRequest-ET01RequestedWebAppAware",,,
"Papercut_ng",Papercut,NG,,sourcetype,"^papercutng$","sourcetype=papercutng","","","VendorSpecific-Papercut",,,
"Proofpoint__Enterprise_Protection",Proofpoint,"Enterprise Protection",,sourcetype,"^proofpoint|pps_.*$","sourcetype=proofpoint OR sourcetype=pps_*",,,"DS001MAIL-ET02Receive|DS001MAIL-ET03Send|DS004EndPointAntiMalware-ET01SigDetected",,,
"Qualys__Vulnerability_Scanner",Qualys,"Vulnerability Scanner",,sourcetype,"^qualys:.*$","sourcetype=qualys:*",,,"DS018VulnerabilityDetection-ET01SigDetected",,,
"RSA__DLP",RSA,DLP,,sourcetype,"^rsa:dlp$","sourcetype=""rsa:dlp""",,,"DS016DataLossPrevention-ET01Violation",,,
"Salesforce__Event_Log_File",Salesforce,"Event Log File",,sourcetype,"^sfdc:eventlog|sfdc:logfile$","sourcetype=sfdc:eventlog OR sourcetype=sfdc:logfile",,,"VendorSpecific-sfdc-elf",,,
"Salesforce__Logins",Salesforce,Logins,,sourcetype,"^sfdc:loginhistory$","sourcetype=sfdc:loginhistory",,,"VendorSpecific-sfdc-elf|DS003Authentication-ET01Success|DS003Authentication-ET02Failure",,,
"Salesforce__Logins_streaming",Salesforce,"Logins (Streaming)",,sourcetype,"^sfdc-streaming-api-events:login$","sourcetype=sfdc-streaming-api-events:login",,,"VendorSpecific-sfdc-elf|DS003Authentication-ET01Success|DS003Authentication-ET02Failure",,,
"Salesforce__Reports_streaming",Salesforce,"Report Events (Streaming)",,sourcetype,"^sfdc-streaming-api-events:report$","sourcetype=sfdc-streaming-api-events:report",,,"VendorSpecific-sfdc-elf",,,
"Salesforce__Security_streaming",Salesforce,"Security Events (Streaming)",,sourcetype,"^sfdc-streaming-api-events:security$","sourcetype=sfdc-streaming-api-events:security",,,"VendorSpecific-sfdc-elf|DS012NetworkIntrusionDetection-ET01SigDetection",,,
"Salesforce__Streaming",Salesforce,"Streaming Events",,sourcetype,"^sfdc-streaming-api-events$","sourcetype=sfdc-streaming-api-events",,,"VendorSpecific-sfdc-elf",,,
"Snort__IDS",Snort,IDS,,sourcetype,"^snort$","sourcetype=snort",,,"DS001MAIL-ET02Receive|DS001MAIL-ET03Send",,,
"Sophos__Anti-Virus",Sophos,"Anti-Virus",,sourcetype,"^sophos:.*$","sourcetype=sophos:*",,,"DS004EndPointAntiMalware-ET01SigDetected|DS004EndPointAntiMalware-ET02UpdatedSig|DS004EndPointAntiMalware-ET03UpdatedEng|S020HostIntrustionDetection-ET01SigDetected",,,
"Splunk__Connect_for_Kubernetes",Splunk,"Connect for Kubernetes",,sourcetype,"^kube:.*$","sourcetype=kube:*",,,"VendorSpecific-kubernetes",,,
"Splunk__ES_Notable_Event_Framework",Splunk,"ES Finding Framework",,index,"^notable$","index=notable",,,"DS013TicketManagement-ET01",,,
"Splunk__ES_Risk_Framework",Splunk,"ES Risk Framework",,index,"^risk$","index=risk",,,"DS013TicketManagement-ET02LowLevelEvents",,,
"Splunk_Internal",Splunk,Internal,,sourcetype,"^splunk","sourcetype=splunk*",,,"VendorSpecific-SplunkInternal",,,
"Splunk_Search_Activity",Splunk,"Search Activity",,sourcetype,"^audittrail$","sourcetype=audittrail",,,"VendorSpecific-SplunkSearchActivity",,,
"Splunk_UI_Access",Splunk,"Search Activity",,sourcetype,"^splunkd_ui_access$","sourcetype=splunkd_ui_access",,,"VendorSpecific-SplunkUIAccess",,,
"Splunk_Web_Access",Splunk,"Search Activity",,sourcetype,"^splunk_web_access$","sourcetype=splunk_web_access",,,"VendorSpecific-SplunkWebAccess",,,
"Stream__ARP",Stream,ARP,,sourcetype,"^stream:arp$","sourcetype=stream:arp",,,"DS010NetworkCommunication-ET01Traffic",,,
"Stream__DHCP",Stream,DHCP,,sourcetype,"^stream:dhcp$","sourcetype=stream:dhcp",,,"DS025IPAddressAssignment-ET01General",,,
"Stream__DNS",Stream,DNS,,sourcetype,"^stream:dns$","sourcetype=stream:dns",,,"DS002DNS-ET01QueryResponse|DS002DNS-ET01QueryRequest|DS002DNS-ET01Query",,,
"Stream__HTTP",Stream,HTTP,,sourcetype,"^stream:http$","sourcetype=stream:http",,,"DS014WebServer-ET01Access",,,
"Stream__ICMP",Stream,ICMP,,sourcetype,"^stream:icmp$","sourcetype=stream:icmp",,,"DS010NetworkCommunication-ET01Traffic",,,
"Stream__LDAP",Stream,LDAP,,sourcetype,"^stream:ldap$","sourcetype=stream:ldap",,,"DS010NetworkCommunication-ET01TrafficAppAware|DS003Authentication-ET01Success|DS003Authentication-ET02Failure",,,
"Stream__MySQL",Stream,MySQL,,sourcetype,"^stream:mysql$","sourcetype=stream:mysql",,,"DS029DatabaseServer-ET01General",,,
"Stream__SMB",Stream,SMB,,sourcetype,"^stream:smb$","sourcetype=stream:smb",,,"DS010NetworkCommunication-ET01TrafficAppAware",,,
"Stream__SMTP",Stream,SMTP,,sourcetype,"^stream:smtp$","sourcetype=stream:smtp",,,"DS001MAIL-ET02Receive|DS001MAIL-ET03Send",,,
"Stream__TCP",Stream,TCP,,sourcetype,"^stream:tcp$","sourcetype=stream:tcp",,,"DS010NetworkCommunication-ET01Traffic",,,
"Stream__UDP",Stream,UDP,,sourcetype,"^stream:udp$","sourcetype=stream:udp",,,"DS010NetworkCommunication-ET01Traffic",,,
"Suricata___",Suricata,,,sourcetype,"^suricata$","sourcetype=suricata",,,"DS010NetworkCommunication-ET01Traffic|DS012NetworkIntrusionDetection-ET01SigDetection|DS001MAIL-ET02Receive|DS001MAIL-ET03Send",,,
"Symantec__ATP",Symantec,ATP,,sourcetype,"^symantec:atp:.*$","sourcetype=symantec:atp:*",,,"DS004EndPointAntiMalware-ET01SigDetected|DS004EndPointAntiMalware-ET02UpdatedSig|DS004EndPointAntiMalware-ET03UpdatedEng",,,
"Symantec__Cloud_Email",Symantec,"Email Security Cloud",,sourcetype,"^symantec:cloud:email$","sourcetype=symantec:cloud:email",,,"DS004EndPointAntiMalware-ET01SigDetected",,,
"Symantec__Endpoint_Protection",Symantec,"Endpoint Protection",,sourcetype,"^symantec:ep.*$","sourcetype=symantec:ep*",,,"DS004EndPointAntiMalware-ET01SigDetected|DS004EndPointAntiMalware-ET02UpdatedSig|DS004EndPointAntiMalware-ET03UpdatedEng|S020HostIntrustionDetection-ET01SigDetected",,,
"Tenable__Vulnerability_Scanner",Tenable,"Vulnerability Scanner",,sourcetype,"^tenable.*vuln$","sourcetype=tenable*vuln",,,"DS018VulnerabilityDetection-ET01SigDetected",,,
"Tipping_Point__IPS","Tipping Point",IPS,,sourcetype,"^tippingpoint$","sourcetype=tippingpoint",,,"DS012NetworkIntrusionDetection-ET01SigDetection",,,
"uberAgent__ESA_patch",uberAgent,"ESA (Patching)",,sourcetype,"^uberAgent:Application:SoftwareUpdateInventory$","sourcetype=uberAgent:Application:SoftwareUpdateInventory",,,"DS019PatchManagement-Applied",,,
"uberAgent__ESA_process",uberAgent,"ESA (Process Launch)",,sourcetype,"^uberAgent:Process:ProcessStartup$","sourcetype=uberAgent:Process:ProcessStartup",,,"DS009EndPointIntel-ET01ProcessLaunch|DS009EndPointIntel-ET03ProcessLaunchwithCLI|DS009EndPointIntel-ET04ProcessLaunchWithHash",,,
"uberAgent__ESA_object",uberAgent,"ESA (Object Change)",,sourcetype,"^uberAgentESA:ActivityMonitoring:ProcessTagging$","sourcetype=uberAgentESA:ActivityMonitoring:ProcessTagging",,,"DS009EndPointIntel-ET01ObjectChange",,,
"uberAgent__ESA_network",uberAgent,"ESA (Network)",,sourcetype,"^uberAgent:Process:NetworkTargetPerformance$","sourcetype=uberAgent:Process:NetworkTargetPerformance",,,"DS010NetworkCommunication-ET01Traffic",,,
"uberAgent__ESA_network_w_app",uberAgent,"ESA (Network w/App)",,sourcetype,"^uberAgentESA:ActivityMonitoring:ProcessTagging$","sourcetype=uberAgentESA:ActivityMonitoring:ProcessTagging","EventType=4 OR EventType=5 OR EventType=6 OR EventType=7 OR EventType=8",,"DS010NetworkCommunication-ET01Traffic|DS010NetworkCommunication-ET01TrafficAppAware",,,
"uberAgent__ESA_av",uberAgent,"ESA (AV)",,sourcetype,"^uberAgentESA:ActivityMonitoring:ProcessTagging$","sourcetype=uberAgentESA:ActivityMonitoring:ProcessTagging","EventType=1 OR EventType=3 OR EventType=24 OR EventType=25",,"DS004EndPointAntiMalware-ET01SigDetected",,,
"uberAgent__ESA_dns",uberAgent,"ESA (DNS)",,sourcetype,"^uberAgentESA:Process:DnsQuery$","sourcetype=uberAgentESA:Process:DnsQuery","DnsResponse=*",,"DS002DNS-ET01Query|DS002DNS-ET01QueryRequest|DS002DNS-ET01QueryResponse",,,
"VMWare__Carbon_Black",VMWare,"Carbon Black",,sourcetype,"^bit9:carbonblack:json$","sourcetype=bit9:carbonblack:json",,,"DS009EndPointIntel-ET01ProcessLaunch|DS009EndPointIntel-ET03ProcessLaunchwithCLI|DS009EndPointIntel-ET04ProcessLaunchWithHash",,,
"VMWare__Performance",VMware,"ESXi (Performance)",,sourrcetype,"^vmware:perf:.*$","sourcetype=vmware:perf*",,,"DS022HostPerformance-ET01General",,,
"VMware__Events",VMware,"ESXi (Events)",,sourrcetype,"^vmware:events$","sourcetype=vmware:events",,,"DS033SystemLogs-ET01General",,,
"VMware__Inventory",VMware,"ESXi (Inventory)",,sourrcetype,"^vmware:inv:.*$","sourcetype=vmware:inv*",,,"DS033SystemLogs-ET01General",,,
"VMware__host_logs",VMware,"ESXi (Host Logs)",,sourrcetype,"^vmware:esxlog:.*$","sourcetype=vmware:esxlog:*",,,"DS033SystemLogs-ET01General",,,
"VMware__tasks",VMware,"ESXi (Tasks)",,sourrcetype,"^vmware:tasks$","sourcetype=vmware:tasks",,,"DS033SystemLogs-ET01General",,,
"Varonis__IDS",Varonis,DatAlert,,sourcetype,"^varonis.*$","sourcetype=varonis*",,,"DS012NetworkIntrusionDetection-ET01SigDetection|DS016DataLossPrevention-ET01Violation",,,
"Veritas_Netbackup",Veritas,Netbackup,,sourcetype,"^netbackup_logs$","sourcetype=netbackup_logs",,,"DS027EndpointBackup-ET01General",,,
"Websense__Proxy",Websense,Proxy,,sourcetype,"^websense:cg:kv$","sourcetype=websense:cg:kv",,,"DS014WebServer-ET01Access",,,
"Zeek__RPC",Zeek,RPC,,sourcetype,"^zeek:rpc:json$","sourcetype=zeek:rpc:json",,,"DS010NetworkCommunication-ET01TrafficAppAware|VendorSpecific-zeek",,,
"Zeek__SSL",Zeek,SSL,,sourcetype,"^zeek:ssl:json$","sourcetype=zeek:ssl:json",,,"DS010NetworkCommunication-ET01TrafficAppAware|VendorSpecific-zeek",,,
"Zeek__X509",Zeek,X509,,sourcetype,"^zeek:x509:json$","sourcetype=zeek:x509:json",,,"DS010NetworkCommunication-ET01TrafficAppAware|VendorSpecific-zeek",,,
"Zoom__Web_Conferencing",Zoom,Zoom,,sourcetype,"^zoom:.*$","sourcetype=zoom:*",,,"VendorSpecific-zoom",,,
"Zscaler__Web_Proxy",Zscaler,"Web Proxy",,sourcetype,"^zscalernss-web$","sourcetype=zscalernss-web",,,"DS005WebProxyRequest-ET01RequestedWebAppAware|VendorSpecific-zscaler",,,
