Matrix,TacticId,Tactic,"Tactic_Order",TechniqueId,Technique,"Technique_Order","Sub_TechniqueId","Sub_Technique","Sub_Technique_Order",TechniqueIdCombined,"Threat_Groups",Platforms,"Data_Sources",Software,Version
"Enterprise ATT&CK",TA0003,Persistence,5,T1574,"Hijack Execution Flow",20,"T1574.008","Path Interception by Search Order Hijacking",7,"T1574.008","-",Windows,"File: File Creation|File: File Modification|Process: Process Creation","PowerSploit|Empire",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1574,"Hijack Execution Flow",20,"T1574.009","Path Interception by Unquoted Path",8,"T1574.009","-",Windows,"File: File Creation|File: File Modification|Process: Process Creation","PowerSploit|Empire",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1574,"Hijack Execution Flow",20,"T1574.010","Services File Permissions Weakness",9,"T1574.010","-",Windows,"File: File Creation|File: File Modification|Process: Process Creation|Service: Service Metadata",BlackEnergy,22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1574,"Hijack Execution Flow",20,"T1574.011","Services Registry Permissions Weakness",10,"T1574.011","-",Windows,"Windows Registry: Windows Registry Key Modification|Process: Process Creation|Service: Service Metadata|Command: Command Execution","-",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1574,"Hijack Execution Flow",20,"T1574.012","COR_PROFILER",11,"T1574.012","Blue Mockingbird",Windows,"Windows Registry: Windows Registry Key Modification|Process: Process Creation|Module: Module Load|Command: Command Execution","-",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1037,"Boot or Logon Initialization Scripts",2,"-","-",,T1037,Rocke,"macOS|Windows|Linux","Windows Registry: Windows Registry Key Creation|Process: Process Creation|Command: Command Execution|Active Directory: Active Directory Object Modification|File: File Creation|File: File Modification","-",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1037,"Boot or Logon Initialization Scripts",2,"T1037.001","Logon Script (Windows)",1,"T1037.001","APT28|Cobalt Group",Windows,"Windows Registry: Windows Registry Key Creation|Process: Process Creation|Command: Command Execution","JHUHUGIT|Zebrocy|Attor|KGH_SPY",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1037,"Boot or Logon Initialization Scripts",2,"T1037.002","Logon Script (Mac)",2,"T1037.002","-",macOS,"File: File Creation|File: File Modification|Process: Process Creation|Command: Command Execution","-",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1037,"Boot or Logon Initialization Scripts",2,"T1037.003","Network Logon Script",3,"T1037.003","-",Windows,"File: File Creation|File: File Modification|Process: Process Creation|Command: Command Execution|Active Directory: Active Directory Object Modification","-",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1037,"Boot or Logon Initialization Scripts",2,"T1037.004","RC Scripts",4,"T1037.004","-","macOS|Linux","File: File Creation|File: File Modification|Process: Process Creation|Command: Command Execution","iKitten|HiddenWasp",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1037,"Boot or Logon Initialization Scripts",2,"T1037.005","Startup Items",5,"T1037.005","-",macOS,"File: File Creation|File: File Modification|Process: Process Creation|Command: Command Execution",jRAT,22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1053,"Scheduled Task/Job",3,"-","-",,T1053,"-","Windows|Linux|macOS|Containers","File: File Creation|Container: Container Creation|Scheduled Job: Scheduled Job Creation|Command: Command Execution|File: File Modification|Process: Process Creation","Remsec|Lokibot",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1053,"Scheduled Task/Job",3,"T1053.001","At (Linux)",1,"T1053.001","-",Linux,"Scheduled Job: Scheduled Job Creation|Command: Command Execution|Process: Process Creation","-",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1053,"Scheduled Task/Job",3,"T1053.002","At (Windows)",2,"T1053.002","BRONZE BUTLER|Threat Group-3390|APT18",Windows,"Scheduled Job: Scheduled Job Creation|Command: Command Execution|File: File Modification|Process: Process Creation","MURKYTOP|at|CrackMapExec",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1053,"Scheduled Task/Job",3,"T1053.003",Cron,3,"T1053.003","Rocke|APT38","Linux|macOS","Scheduled Job: Scheduled Job Creation|Command: Command Execution|File: File Modification|Process: Process Creation","Janicab|Xbash|SpeakUp|Exaramel for Linux|Skidmap|Anchor|NETWIRE|Penquin|Kinsing",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1053,"Scheduled Task/Job",3,"T1053.004",Launchd,4,"T1053.004","-",macOS,"Scheduled Job: Scheduled Job Creation|Command: Command Execution|File: File Modification|Process: Process Creation","-",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1053,"Scheduled Task/Job",3,"T1053.005","Scheduled Task",5,"T1053.005","FIN6|APT3|Cobalt Group|Dragonfly 2.0|OilRig|Rancor|menuPass|Patchwork|FIN10|APT32|FIN8|Stealth Falcon|FIN7|APT29|APT39|APT33|TEMP.Veles|Silence|GALLIUM|APT41|BRONZE BUTLER|APT-C-36|Frankenstein|Wizard Spider|MuddyWater|Blue Mockingbird|Gamaredon Group|Chimera|Operation Wocao|Machete|Molerats|Fox Kitten|UNC2452|Higaisa|Mustang Panda|CostaRicto|Naikon|APT38|APT37",Windows,"Scheduled Job: Scheduled Job Creation|Command: Command Execution|File: File Modification|Process: Process Creation","BADNEWS|yty|GravityRAT|Shamoon|Carbon|Smoke Loader|RemoteCMD|RTM|QUADAGENT|JHUHUGIT|POWRUNER|zwShell|CozyCar|QuasarRAT|OopsIE|ISMInjector|Helminth|POWERSTATS|CosmicDuke|Duqu|PowerSploit|Pteranodon|Gazer|schtasks|Matryoshka|TrickBot|BONDUPDATER|Empire|NotPetya|Emotet|Remexi|Revenge RAT|ServHelper|SQLRat|EvilBunny|Machete|GRIFFON|HotCroissant|Attor|Okrum|Ramsay|Dyre|BackConfig|Valak|Goopy|ComRAT|IcedID|InvisiMole|MCMD|Anchor|SoreFang|Maze|CSPY Downloader|Lucifer|Bazar|Crutch|Zebrocy|Agent Tesla|Stuxnet|SharpStage|NETWIRE|Bad Rabbit|IronNetInjector|AppleJeus|GoldMax|BabyShark|Sibot|Ryuk|RainyDay|GrimAgent|JSS Loader|QakBot|Lokibot",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1053,"Scheduled Task/Job",3,"T1053.006","Systemd Timers",6,"T1053.006","-",Linux,"Scheduled Job: Scheduled Job Creation|Command: Command Execution|File: File Modification|Process: Process Creation","-",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1053,"Scheduled Task/Job",3,"T1053.007","Container Orchestration Job",7,"T1053.007","-",Containers,"Scheduled Job: Scheduled Job Creation|Container: Container Creation|File: File Creation","-",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1055,"Process Injection",4,"-","-",,T1055,"Turla|Cobalt Group|APT37|PLATINUM|Honeybee|Kimsuky|APT41|Silence|Sharpshooter|APT32|Operation Wocao","Linux|macOS|Windows","Process: Process Modification|Module: Module Load|Process: OS API Execution|Process: Process Access|File: File Modification|File: File Metadata","JPIN|JHUHUGIT|Cardinal RAT|Backdoor.Oldrea|Wingbird|Remcos|Wiarp|Smoke Loader|NavRAT|AuditCred|Empire|HOPLIGHT|PoshC2|HTRAN|StoneDrill|HyperBro|Gazer|TSCookie|Attor|Ryuk|ABK|BBK|Avenger|Dyre|gh0st RAT|InvisiMole|REvil|Cobalt Strike|SLOTHFULMEDIA|Bazar|Agent Tesla|Egregor|NETWIRE|Waterbear|IronNetInjector|ShadowPad|GuLoader|Sliver|QakBot|TrickBot",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1055,"Process Injection",4,"T1055.001","Dynamic-link Library Injection",1,"T1055.001","Lazarus Group|Tropic Trooper|Putter Panda|Turla|TA505|Wizard Spider|Leviathan|BackdoorDiplomacy",Windows,"Process: Process Modification|Module: Module Load|Process: OS API Execution|Process: Process Access","BlackEnergy|PoisonIvy|Dyre|RARSTONE|Sykipot|Koadic|Kazuar|Derusbi|Pupy|FinFisher|Elise|RATANKBA|Remsec|Socksbot|HIDEDRV|Emissary|Duqu|Taidoor|Carbon|Matryoshka|Emotet|ZxShell|PowerSploit|Maze|Metamorfo|Aria-body|Netwalker|Get2|SDBbot|TajMahal|Ramsay|ComRAT|Carberp|PipeMon|Stuxnet|Conti|MegaCortex|IronNetInjector|ShadowPad|Cobalt Strike|PS1|SombRAT",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1055,"Process Injection",4,"T1055.002","Portable Executable Injection",2,"T1055.002","Gorgon Group|Rocke",Windows,"Process: Process Modification|Process: OS API Execution|Process: Process Access","GreyEnergy|Zeus Panda|Carbanak|InvisiMole",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1055,"Process Injection",4,"T1055.003","Thread Execution Hijacking",3,"T1055.003","-",Windows,"Process: Process Modification|Process: OS API Execution|Process: Process Access","Gazer|Trojan.Karagany|Waterbear",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1055,"Process Injection",4,"T1055.004","Asynchronous Procedure Call",4,"T1055.004",FIN8,Windows,"Process: Process Modification|Process: OS API Execution|Process: Process Access","TURNEDUP|Attor|IcedID|Carberp|InvisiMole|Pillowmint",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1055,"Process Injection",4,"T1055.005","Thread Local Storage",5,"T1055.005","-",Windows,"Process: Process Modification|Process: OS API Execution|Process: Process Access",Ursnif,22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1055,"Process Injection",4,"T1055.008","Ptrace System Calls",6,"T1055.008","-",Linux,"Process: Process Modification|Process: OS API Execution|Process: Process Access","-",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1055,"Process Injection",4,"T1055.009","Proc Memory",7,"T1055.009","-",Linux,"File: File Modification","-",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1055,"Process Injection",4,"T1055.011","Extra Window Memory Injection",8,"T1055.011","-",Windows,"Process: OS API Execution","Power Loader|Epic",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1055,"Process Injection",4,"T1055.012","Process Hollowing",9,"T1055.012","Patchwork|Threat Group-3390|menuPass|Gorgon Group",Windows,"Process: Process Modification|Process: OS API Execution|Process: Process Access","Smoke Loader|Duqu|BBSRAT|ISMInjector|Orz|Azorult|BADNEWS|TrickBot|Bandook|Denis|Astaroth|Ursnif|Lokibot|Cobalt Strike|Bazar|Agent Tesla|NETWIRE|Dtrack|QakBot",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1055,"Process Injection",4,"T1055.013","Process Doppelganging",10,"T1055.013",Leafminer,Windows,"Process: OS API Execution|File: File Metadata","SynAck|Bazar",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1055,"Process Injection",4,"T1055.014","VDSO Hijacking",11,"T1055.014","-",Linux,"Process: OS API Execution|Module: Module Load","-",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1068,"Exploitation for Privilege Escalation",5,"-","-",,T1068,"PLATINUM|APT32|FIN6|APT28|Cobalt Group|Threat Group-3390|FIN8|APT33|Whitefly|Turla|ZIRCONIUM|Tonto Team","Linux|macOS|Windows|Containers","Driver: Driver Load","Wingbird|CosmicDuke|Remsec|JHUHUGIT|Empire|PoshC2|Carberp|InvisiMole|Cobalt Strike|Stuxnet|Hildegard|ProLock|XCSSET|Siloscape",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1078,"Valid Accounts",6,"-","-",,T1078,"PittyTiger|Carbanak|FIN8|menuPass|Dragonfly 2.0|FIN4|APT33|FIN5|APT28|FIN10|Suckfly|FIN6|Threat Group-3390|APT18|Night Dragon|OilRig|APT39|TEMP.Veles|GALLIUM|APT41|Silence|Wizard Spider|Sandworm Team|Chimera|Operation Wocao|Fox Kitten|UNC2452|Silent Librarian|APT29|Leviathan|FIN7","Windows|Azure AD|Office 365|SaaS|IaaS|Linux|macOS|Google Workspace|Containers","Logon Session: Logon Session Metadata|User Account: User Account Authentication|Logon Session: Logon Session Creation","SeaDuke|Duqu|Linux Rabbit|Industroyer|Dtrack|Kinsing",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1078,"Valid Accounts",6,"T1078.001","Default Accounts",1,"T1078.001","-","Windows|Azure AD|Office 365|SaaS|IaaS|Linux|macOS|Google Workspace|Containers","User Account: User Account Authentication|Logon Session: Logon Session Creation","HyperStack|Stuxnet",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1078,"Valid Accounts",6,"T1078.002","Domain Accounts",2,"T1078.002","APT3|Threat Group-1314|TA505|APT29|Wizard Spider|Sandworm Team|Operation Wocao|Chimera|Indrik Spider|Naikon","Linux|macOS|Windows","Logon Session: Logon Session Metadata|User Account: User Account Authentication|Logon Session: Logon Session Creation","Shamoon|Cobalt Strike|Stuxnet|Ryuk",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1078,"Valid Accounts",6,"T1078.003","Local Accounts",3,"T1078.003","APT32|Stolen Pencil|FIN10|Tropic Trooper|PROMETHIUM|Operation Wocao|Turla|HAFNIUM|Kimsuky","Linux|macOS|Windows|Containers","Logon Session: Logon Session Metadata|User Account: User Account Authentication|Logon Session: Logon Session Creation","Umbreon|NotPetya|Emotet|Cobalt Strike",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1078,"Valid Accounts",6,"T1078.004","Cloud Accounts",4,"T1078.004","APT33|APT28","Azure AD|Office 365|SaaS|IaaS|Google Workspace","Logon Session: Logon Session Metadata|User Account: User Account Authentication|Logon Session: Logon Session Creation","-",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1134,"Access Token Manipulation",7,"-","-",,T1134,"Blue Mockingbird|FIN6",Windows,"Process: Process Creation|Process: Process Metadata|Process: OS API Execution|User Account: User Account Metadata|Active Directory: Active Directory Object Modification|Command: Command Execution","Duqu|Hydraq|SslMM|PowerSploit|Empire|PoshC2|Ryuk|SUNSPOT|MegaCortex|AppleSeed|Cuba|Sliver|KillDisk",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1134,"Access Token Manipulation",7,"T1134.001","Token Impersonation/Theft",1,"T1134.001","APT28|FIN8",Windows,"Process: OS API Execution|Command: Command Execution","FinFisher|Pupy|Okrum|Aria-body|Shamoon|REvil|Cobalt Strike|Stuxnet|BitPaymer|Siloscape",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1134,"Access Token Manipulation",7,"T1134.002","Create Process with Token",2,"T1134.002","Lazarus Group|Turla",Windows,"Process: OS API Execution|Command: Command Execution","Bankshot|Azorult|Empire|PoshC2|ZxShell|KONNI|Aria-body|REvil|PipeMon",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1134,"Access Token Manipulation",7,"T1134.003","Make and Impersonate Token",3,"T1134.003","-",Windows,"Process: OS API Execution|Command: Command Execution","Cobalt Strike",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1134,"Access Token Manipulation",7,"T1134.004","Parent PID Spoofing",4,"T1134.004","-",Windows,"Process: OS API Execution|Process: Process Creation|Process: Process Metadata","PipeMon|Cobalt Strike",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1134,"Access Token Manipulation",7,"T1134.005","SID-History Injection",5,"T1134.005","-",Windows,"Process: OS API Execution|User Account: User Account Metadata|Active Directory: Active Directory Object Modification","Mimikatz|Empire",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1484,"Domain Policy Modification",8,"-","-",,T1484,"-","Windows|Azure AD","Active Directory: Active Directory Object Creation|Active Directory: Active Directory Object Deletion|Active Directory: Active Directory Object Modification|Command: Command Execution","-",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1484,"Domain Policy Modification",8,"T1484.001","Group Policy Modification",1,"T1484.001","Indrik Spider",Windows,"Active Directory: Active Directory Object Creation|Active Directory: Active Directory Object Deletion|Active Directory: Active Directory Object Modification|Command: Command Execution","Empire|Egregor",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1484,"Domain Policy Modification",8,"T1484.002","Domain Trust Modification",2,"T1484.002","UNC2452|APT29","Windows|Azure AD","Active Directory: Active Directory Object Creation|Active Directory: Active Directory Object Modification|Command: Command Execution","-",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1543,"Create or Modify System Process",9,"-","-",,T1543,"-","Windows|macOS|Linux","Service: Service Creation|Service: Service Modification|Process: Process Creation|Process: OS API Execution|Command: Command Execution|Windows Registry: Windows Registry Key Creation|Windows Registry: Windows Registry Key Modification|File: File Creation|File: File Modification","Exaramel for Linux",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1543,"Create or Modify System Process",9,"T1543.001","Launch Agent",1,"T1543.001","-",macOS,"File: File Creation|File: File Modification|Command: Command Execution|Service: Service Creation|Service: Service Modification","Keydnap|CoinTicker|FruitFly|Calisto|CrossRAT|Dok|Komplex|MacSpy|OSX_OCEANLOTUS.D|Proton|Bundlore|Dacls|CookieMiner|NETWIRE|ThiefQuest",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1543,"Create or Modify System Process",9,"T1543.002","Systemd Service",2,"T1543.002","Rocke|TeamTNT",Linux,"File: File Creation|File: File Modification|Process: Process Creation|Command: Command Execution|Service: Service Creation|Service: Service Modification","Pupy|Fysbis|Exaramel for Linux|Hildegard",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1543,"Create or Modify System Process",9,"T1543.003","Windows Service",3,"T1543.003","Carbanak|Cobalt Group|Honeybee|Ke3chang|APT3|FIN7|Lazarus Group|APT19|Threat Group-3390|Tropic Trooper|Kimsuky|APT41|APT32|Wizard Spider|DarkVishnya|Blue Mockingbird|PROMETHIUM|APT38|TeamTNT",Windows,"Service: Service Creation|Service: Service Modification|Process: Process Creation|Process: OS API Execution|Command: Command Execution|Windows Registry: Windows Registry Key Creation|Windows Registry: Windows Registry Key Modification","BlackEnergy|CosmicDuke|Hydraq|Bankshot|InnaputRAT|CozyCar|TinyZBot|Sakula|hcdLoader|Shamoon|GreyEnergy|TrickBot|Nerex|Kwampirs|Wingbird|Duqu|Elise|Briba|Nidiran|ZeroT|RawPOS|Wiarp|Kazuar|FinFisher|JHUHUGIT|MoonWind|Dyre|Catchamas|BBSRAT|Reaver|Emissary|AuditCred|Seasalt|PowerSploit|TDTESS|Carbon|ZLib|Winnti for Windows|gh0st RAT|StreamEx|zwShell|Naid|Exaramel for Windows|Empire|WannaCry|Emotet|Ursnif|KeyBoy|ZxShell|PoisonIvy|Volgmer|TYPEFRAME|PlugX|Attor|Okrum|ShimRat|LoudMiner|Ragnar Locker|InvisiMole|GoldenSpy|StrongPity|RDAT|PipeMon|Anchor|Cobalt Strike|SLOTHFULMEDIA|Stuxnet|Industroyer|TEARDROP|Dtrack|BitPaymer|Conficker|FALLCHILL|AppleJeus|PsExec|Cuba|RainyDay|Nebulae|WastedLocker",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1543,"Create or Modify System Process",9,"T1543.004","Launch Daemon",4,"T1543.004","-",macOS,"File: File Creation|File: File Modification|Process: Process Creation|Command: Command Execution|Service: Service Creation|Service: Service Modification","OSX_OCEANLOTUS.D|LoudMiner|Bundlore|Dacls|AppleJeus|ThiefQuest|XCSSET",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1546,"Event Triggered Execution",10,"-","-",,T1546,"-","Linux|macOS|Windows","Process: Process Creation|Windows Registry: Windows Registry Key Modification|Command: Command Execution|File: File Creation|File: File Modification|WMI: WMI Creation|File: File Metadata|Module: Module Load","-",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1546,"Event Triggered Execution",10,"T1546.001","Change Default File Association",1,"T1546.001",Kimsuky,Windows,"Process: Process Creation|Windows Registry: Windows Registry Key Modification|Command: Command Execution","-",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1546,"Event Triggered Execution",10,"T1546.002",Screensaver,2,"T1546.002","-",Windows,"Process: Process Creation|Windows Registry: Windows Registry Key Modification|Command: Command Execution|File: File Creation|File: File Modification",Gazer,22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1546,"Event Triggered Execution",10,"T1546.003","Windows Management Instrumentation Event Subscription",3,"T1546.003","APT29|Leviathan|Turla|Blue Mockingbird|APT33|UNC2452|Mustang Panda|FIN8",Windows,"Command: Command Execution|Process: Process Creation|WMI: WMI Creation","adbupd|SeaDuke|POSHSPY|POWERTON|PoshC2|RegDuke",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1546,"Event Triggered Execution",10,"T1546.004","Unix Shell Configuration Modification",4,"T1546.004","-","Linux|macOS","Process: Process Creation|Command: Command Execution|File: File Creation|File: File Modification","Linux Rabbit",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1546,"Event Triggered Execution",10,"T1546.005",Trap,5,"T1546.005","-","macOS|Linux","Process: Process Creation|Command: Command Execution|File: File Creation|File: File Modification","-",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1546,"Event Triggered Execution",10,"T1546.006","LC_LOAD_DYLIB Addition",6,"T1546.006","-",macOS,"Process: Process Creation|Command: Command Execution|File: File Metadata|File: File Modification|Module: Module Load","-",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1546,"Event Triggered Execution",10,"T1546.007","Netsh Helper DLL",7,"T1546.007","-",Windows,"Process: Process Creation|Windows Registry: Windows Registry Key Modification|Command: Command Execution|Module: Module Load",netsh,22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1546,"Event Triggered Execution",10,"T1546.008","Accessibility Features",8,"T1546.008","APT3|APT29|Deep Panda|Axiom|APT41|Fox Kitten",Windows,"Process: Process Creation|Windows Registry: Windows Registry Key Modification|Command: Command Execution|File: File Creation|File: File Modification",Empire,22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1546,"Event Triggered Execution",10,"T1546.009","AppCert DLLs",9,"T1546.009",Honeybee,Windows,"Process: Process Creation|Windows Registry: Windows Registry Key Modification|Command: Command Execution|Module: Module Load",PUNCHBUGGY,22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1546,"Event Triggered Execution",10,"T1546.010","AppInit DLLs",10,"T1546.010",APT39,Windows,"Process: Process Creation|Windows Registry: Windows Registry Key Modification|Command: Command Execution|Module: Module Load","T9000|Cherry Picker|Ramsay",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1546,"Event Triggered Execution",10,"T1546.011","Application Shimming",11,"T1546.011",FIN7,Windows,"Process: Process Creation|Windows Registry: Windows Registry Key Modification|Command: Command Execution|Module: Module Load|File: File Modification","ShimRat|SDBbot|Pillowmint",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1546,"Event Triggered Execution",10,"T1546.012","Image File Execution Options Injection",12,"T1546.012","TEMP.Veles",Windows,"Process: Process Creation|Windows Registry: Windows Registry Key Modification|Command: Command Execution","SDBbot|SUNBURST",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1546,"Event Triggered Execution",10,"T1546.013","PowerShell Profile",13,"T1546.013",Turla,Windows,"Process: Process Creation|Command: Command Execution|File: File Modification|File: File Creation","-",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1546,"Event Triggered Execution",10,"T1546.014",Emond,14,"T1546.014","-",macOS,"Process: Process Creation|Command: Command Execution|File: File Modification|File: File Creation","-",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1546,"Event Triggered Execution",10,"T1546.015","Component Object Model Hijacking",15,"T1546.015",APT28,Windows,"Process: Process Creation|Windows Registry: Windows Registry Key Modification|Command: Command Execution|Module: Module Load","ADVSTORESHELL|JHUHUGIT|ComRAT|Mosquito|BBSRAT|KONNI",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1547,"Boot or Logon Autostart Execution",11,"-","-",,T1547,"-","Linux|macOS|Windows","File: File Creation|Windows Registry: Windows Registry Key Creation|Windows Registry: Windows Registry Key Modification|File: File Modification|Command: Command Execution|Process: Process Creation|Module: Module Load|Kernel: Kernel Module Load|Driver: Driver Load|Process: OS API Execution","Dtrack|BoxCaon|xCaon",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1547,"Boot or Logon Autostart Execution",11,"T1547.001","Registry Run Keys / Startup Folder",1,"T1547.001","APT29|MuddyWater|APT37|Lazarus Group|Turla|Leviathan|APT19|Patchwork|FIN10|FIN6|Dark Caracal|BRONZE BUTLER|Cobalt Group|Ke3chang|Honeybee|Magic Hound|Putter Panda|APT18|Threat Group-3390|Dragonfly 2.0|APT32|APT3|Gorgon Group|Darkhotel|FIN7|APT39|APT33|Kimsuky|APT41|Inception|RTM|Silence|Molerats|Sharpshooter|Gamaredon Group|Tropic Trooper|Rocke|PROMETHIUM|Wizard Spider|APT28|Sidewinder|Higaisa|ZIRCONIUM|Mustang Panda|Windshift|Naikon|TeamTNT",Windows,"Windows Registry: Windows Registry Key Creation|Windows Registry: Windows Registry Key Modification|File: File Modification|Command: Command Execution|Process: Process Creation","Briba|Elise|Matryoshka|Pisloader|Comnie|BlackEnergy|DownPaper|Trojan.Karagany|Gazer|PoisonIvy|JHUHUGIT|Mosquito|Mivast|Seasalt|Cardinal RAT|Final1stspy|PUNCHBUGGY|DustySky|TinyZBot|RogueRobin|TURNEDUP|CORESHELL|Carbanak|SHIPSHAPE|Emissary|Sakula|Gold Dragon|Reaver|EvilGrab|CozyCar|BACKSPACE|PowerDuke|RTM|BADNEWS|HTTPBrowser|NETEAGLE|InnaputRAT|DarkComet|Helminth|NavRAT|ChChes|Prikormka|ADVSTORESHELL|Pteranodon|FLASHFLOOD|PowerSploit|Kazuar|Smoke Loader|S-Type|USBStealer|FELIXROOT|POWERSOURCE|NanHaiShu|KONNI|BadPatch|NanoCore|Zeus Panda|PLAINTEE|RunningRAT|Hi-Zor|Pupy|Rover|Sykipot|RedLeaves|Agent Tesla|TINYTYPHON|Truvasys|NETWIRE|NOKKI|SslMM|Backdoor.Oldrea|gh0st RAT|PlugX|SeaDuke|Remcos|Cobian RAT|SNUGRIDE|FinFisher|Kasidet|Bisonal|Vasport|SPACESHIP|Zebrocy|Xbash|Empire|Emotet|POWERTON|Astaroth|Remexi|Revenge RAT|ServHelper|njRAT|Ursnif|Ixeshe|JCry|EvilBunny|LoJax|BabyShark|GRIFFON|PoetRAT|Rifdoor|PowerShower|VBShower|ShimRat|Ryuk|Okrum|Metamorfo|Aria-body|SDBbot|build_downer|IcedID|Carberp|StrongPity|Hancitor|MCMD|InvisiMole|FatDuke|Maze|Grandoreiro|Lucifer|Bazar|Machete|SharpStage|MoleNet|GuLoader|EVILNUM|BitPaymer|Conficker|LookBack|TAINTEDSCRIBE|TrickBot|Ramsay|LiteDuke|AppleSeed|Chaes|Nebulae|GrimAgent|BoomBox|Avaddon|Octopus|Crimson|ObliqueRAT|Turian|QakBot|MarkiRAT|SMOKEDHAM|Taidoor",22729202
"Enterprise ATT&CK",TA0004,"Privilege Escalation",6,T1547,"Boot or Logon Autostart Execution",11,"T1547.002","Authentication Package",2,"T1547.002","-",Windows,"Windows Registry: Windows Registry Key Modification|Module: Module Load|Command: Command Execution",Flame,22729202
