MESSAGE_CODE,MESSAGE_CLASS,MESSAGE_TEXT
41007,Distributed-Management,ISE Node record found
41008,Distributed-Management,Primary ISE Node record found taking over primary role
41009,Distributed-Management,Default ISE Deployment created
41010,Distributed-Management,Default ISE Node created
41011,Distributed-Management,Node Status initialized
41012,Distributed-Management,Secondary registered
41013,Distributed-Management,ISE Node has been deregistered and is now running as a Primary node
41014,Distributed-Management,Software version not found
41015,Distributed-Management,Could not run
41016,Distributed-Management,could not read stdout
41017,Distributed-Management,Hostname not found
41018,Distributed-Management,Service Selection Policy update failed
41019,Distributed-Management,Could not add relation to Service Selection Policy
41020,Distributed-Management,Could not initialize Service Selection Policy
41021,Distributed-Management,Could not update ISE Node Object
41022,Distributed-Management,An error occurred while collecting NodeInfo
41023,Distributed-Management,An error occurred while collecting replication status
41024,Distributed-Management,Error loading NodeInfo
41025,Distributed-Management,NodeInfo file contains incomplete information
41026,Distributed-Management,Management config directory could not be created
41027,Distributed-Management,NodeInfo file could not be created
41028,Distributed-Management,MAC Address not found during initialization
41029,Distributed-Management,ISE Node record not found in existing nodes. ISE cannot start
41030,Distributed-Management,MAC Id not found in ACSNodeInfo
41031,Distributed-Management,Registering Secondary Hostname already exists in Primary database
41032,Distributed-Management,Register failed since Secondary MAC address already exists in the Primary database
41033,Distributed-Management,Deregistration failed since Secondary ISE Node not found in the Primary database
41034,Distributed-Management,Activation failed since Secondary ISE Node is not found
41035,Distributed-Management,Remote host is not a Primary AcsNode
41036,Distributed-Management,Cannot deregister a Primary ISE Node
41037,Distributed-Management,ISE Deployment record cannot be found
41038,Distributed-Management,Interface configuration cannot be found
41039,Distributed-Management,Network interface eth0 cannot be found
41040,Distributed-Management,Network interface eth0 hardware address cannot be found
41041,Distributed-Management,Network interface eth0 inet address cannot be found
41042,Distributed-Management,Network interface eth0 mask cannot be found
41043,Distributed-Management,Could not create ACSNodeInfo
41044,Distributed-Management,"Failure to find the reconnection Acs Instance in the primary, please check that the Acs Instance exists in the Primary Acs Instance Listing page"
41045,Distributed-Management,Failure. Specified replacement keyword is associated with a registered instance
41046,Distributed-Management,Registering to Primary
41047,Distributed-Management,Initiate Full Sync of Data from Primary
41048,Distributed-Management,ACSNode has been replaced
41049,Distributed-Management,New ACSNode Registering to Primary
41050,Distributed-Management,Activating ACSNode
41051,Distributed-Management,Deactivating ACSNode
41053,Distributed-Management,Promote node to Primary
41054,Distributed-Management,Switching Secondary to Local Mode Operation
41055,Distributed-Management,Upgrading node to new software version
41056,Distributed-Management,Apply upgrade
41057,Distributed-Management,Automatic backup being created
41058,Distributed-Management,Downloading bundle for Primary hosting
41059,Distributed-Management,Node upgrade completed
41060,Distributed-Management,Enabling Log Collector Target
41061,Distributed-Management,Disabling Log Collector Target
41062,Distributed-Management,Select the Log Collector Node
41063,Distributed-Management,Remote Syslog Target for Log Collector has been created
41064,Distributed-Management,The deployment Log Collector cannot be deregistered
41065,Distributed-Management,Apply upgrade diagnostic messages
41067,Distributed-Management,Activate
70000,System-Stats,ISE Utilization
70001,System-Stats,ISE Process Health
70002,System-Stats,ISE Process Health Unavailable
70500,System-Stats,OCSP Statistics
70501,System-Stats,ISE Counters
80001,Profiler,Profiler EndPoint collection event occurred
80002,Profiler,Profiler EndPoint profiling event occurred
80003,Profiler,Profiler Probe failed to load
80004,Profiler,Profiler Performance Counters Snapshot update event occurred
80005,Profiler,Profiler Exception Action execution occurred
80006,Profiler,Profiler is triggering Change Of Authorization Request
80007,Profiler,Profiler SNMP request sent
80008,Profiler,Profiler SNMP response received
80009,Profiler,Profiler SNMP request failure
80010,Profiler,Profiler DNS request sent
83001,Posture,Posture request from endpoint matched the policy
83003,Posture,Received a reassessment request from an endpoint
83007,Posture,Terminating the non-compliant endpoint session
83009,Posture,NAC agent on client is terminated
83010,Posture,Posture requirements update has started from the remote feed URL
83012,Posture,Failed to update Posture requirements from the remote feed URL
83013,Posture,Checking for the updated Posture requirements on the remote feed URL
83014,Posture,Processing the updated Posture requirements received from the remote feed URL
83015,Posture,Posture service is triggering a Change Of Authorization request
84002,Client Provisioning,Provisioning is disabled. You are not allowed to perform any provisioning related operations at this time
84003,Client Provisioning,Posture component not provisioned due to version incompatibility with agent version
85000,EPS,Endpoint Protection Service is triggering a Change Of Authorization request
86001,Guest,Guest user has entered the guest portal login page
86002,Guest,Sponsor has suspended a guest user account
86003,Guest,Sponsor has enabled a guest user account
86004,Guest,Guest user has changed the password
86005,Guest,Guest user has accepted the Use Policy
86006,Guest,Guest user account is created
86007,Guest,Guest user account is updated
86008,Guest,Guest user account is deleted
86009,Guest,Guest user is not found
86010,Guest,Guest user authentication failed
86011,Guest,Guest user is not enabled
86012,Guest,User declined Access-Use Policy
86013,Guest,Portal not found
86014,Guest,User is suspended
86015,Guest,Invalid Password Change
86016,Guest,Guest Timeout Exceeded
86017,Guest,Session Missing
86018,Guest,Guest Change of Authorization Failed
86019,Guest,Guest User restricted
86020,Guest,Guest Unknown Error
86021,Guest,Entering Device Registration Web Authentication Portal
24439,External-Active-Directory,Machine Attributes retrieval from Active Directory succeeded
24440,External-Active-Directory,Machine primary group name does not exist in Active Directory
24441,External-Active-Directory,Account not permitted to log on using the current workstation
24442,External-Active-Directory,User-related object retrieval operation from Active Directory has failed
24443,External-Active-Directory,User's Groups retrieval from Active Directory succeeded partially
24444,External-Active-Directory,Active Directory operation has failed because of an unspecified Error in the ISE
24445,External-Active-Directory,Machine Groups retrieval from Active Directory succeeded partially
24446,External-Active-Directory,Active Directory domain controller is unreachable
24447,External-Active-Directory,"ISE appliance machine account in Active Directory is disabled, deleted or reset"
24448,External-Active-Directory,User object retrieval from Active Directory failed because of a timeout Error
24449,External-Active-Directory,User's Groups retrieval from Active Directory failed because of a timeout Error
24450,External-Active-Directory,User's Attributes retrieval from Active Directory failed because of a timeout Error
24451,External-Active-Directory,Machine object retrieval from Active Directory failed because of a timeout Error
24452,External-Active-Directory,Machine primary group retrieval from Active Directory failed because of a timeout Error
24453,External-Active-Directory,Machine Attributes retrieval from Active Directory failed because of a timeout Error
24454,External-Active-Directory,User authentication against Active Directory failed because of a timeout Error
24455,External-Active-Directory,Change password against Active Directory failed because of a timeout Error
24456,External-Active-Directory,Not all user Active Directory groups are retrieved successfully. One of the groups was not retrieved by its SID
24457,External-Active-Directory,Not all user Active Directory groups are retrieved successfully. One or more of the group's canonical name was not retrieved
24458,External-Active-Directory,Not all Active Directory attributes are retrieved successfully
24459,External-Active-Directory,Host memberOf groups do not exist or cannot be retrieved
24460,External-Active-Directory,There are multiple occurrences of the user name in the Active directory
24461,External-Active-Directory,Could not locate the user in the Active directory using User Lookup
24462,External-Active-Directory,The ISE Active Directory module does not have sufficient memory
24463,External-Active-Directory,Internal Error in the ISE Active Directory
24464,External-Active-Directory,The Active Directory does not have the required privileges
24465,External-Active-Directory,ISE is not joined to an Active Directory Domain Controller
24466,External-Active-Directory,ISE Active Directory agent is down
24467,External-Active-Directory,Could not retrieve the specified object
24468,External-Active-Directory,Failed to retrieve the user certificate from Active Directory
24469,External-Active-Directory,The user certificate was retrieved from Active Directory successfully
24470,External-Active-Directory,Machine authentication against Active Directory is successful
24471,External-Active-Directory,Active Directory does not support the change EnablePassword option
24472,External-Active-Directory,The user or host account is locked out; setting the IdentityAccessRestricted flag to true
24473,External-Active-Directory,The user's password has expired; setting the IdentityAccessRestricted flag to true
24474,External-Active-Directory,The user's or host's account has expired; setting the IdentityAccessRestricted flag to true
24475,External-Active-Directory,The user's or host's account is disabled; setting the IdentityAccessRestricted flag to true
24476,External-Active-Directory,The user's or host's account is in restricted logon hours; setting the IdentityAccessRestricted flag to true
24477,External-Active-Directory,The user is not permitted to log in to Active Directory using the current workstation; setting the IdentityAccessRestricted flag to true
24478,External-Active-Directory,Error while validating the user or host in Active Directory; the IdentityAccessRestricted flag is not altered
24479,External-Active-Directory,Not all machines in the Active Directory groups are retrieved; one or more of the group's canonical name is not retrieved
24480,External-Active-Directory,The machine-related object retrieval operation from Active Directory has failed
24481,External-Active-Directory,The machine's attribute retrieval from Active Directory has failed
24482,External-Active-Directory,Successfully retrieved the machine certificate from Active Directory
24483,External-Active-Directory,Failed to retrieve the machine certificate from Active Directory
24484,External-Active-Directory,Machine authentication against Active Directory has failed because the machine's password has expired
24485,External-Active-Directory,Machine authentication against Active Directory has failed because of wrong password
24486,External-Active-Directory,Machine authentication against Active Directory has failed because the machine's account is disabled
24487,External-Active-Directory,Machine authentication against Active Directory failed since machine is considered to be in restricted logon hours
24488,External-Active-Directory,The machine's domain is not recognized by Active Directory
24489,External-Active-Directory,Machine authentication against Active Directory has failed because the machine's account has expired
24490,External-Active-Directory,Machine authentication against Active Directory has failed because the machine's account is locked out
24491,External-Active-Directory,Machine authentication against Active Directory has failed because the machine has invalid credentials
24492,External-Active-Directory,Machine authentication against Active Directory has failed
24493,External-Active-Directory,ISE has problems communicating with Active Directory using its machine credentials
24494,External-Active-Directory,Active Directory DNS servers are not available
24495,External-Active-Directory,Active Directory servers are not available
24500,External-RSA-SecurID-Server,Authenticating user against the RSA SecurID Server
24501,External-RSA-SecurID-Server,A session is established with the RSA SecurID Server
24502,External-RSA-SecurID-Server,The session with RSA SecurID Server is closed
24503,External-RSA-SecurID-Server,Cannot establish a session with the RSA SecurID Server
24504,External-RSA-SecurID-Server,The lock user request has failed
24505,External-RSA-SecurID-Server,User authentication has succeeded
24506,External-RSA-SecurID-Server,Check passcode operation succeeded
24507,External-RSA-SecurID-Server,Next Tokencode operation succeeded
24508,External-RSA-SecurID-Server,User authentication failed
24509,External-RSA-SecurID-Server,Check passcode resulted in Next Tokencode required
24510,External-RSA-SecurID-Server,Check passcode resulted in setting New PIN required
24511,External-RSA-SecurID-Server,Check passcode operation against RSA SecurID Server resulted in Error
24512,External-RSA-SecurID-Server,Next tokencode operation in RSA SecurID Server resulted in Error
24513,External-RSA-SecurID-Server,Set New PIN operation in RSA SecurID Server resulted in Error
24514,External-RSA-SecurID-Server,Next tokencode operation in RSA SecurID Server failed
24515,External-RSA-SecurID-Server,Set New PIN operation in RSA SecurID Server failed
24516,External-RSA-SecurID-Server,New PIN was set successfully
24517,External-RSA-SecurID-Server,User accepts system's PIN
24518,External-RSA-SecurID-Server,User canceled New PIN operation; User authentication against RSA SecurIDServer failed
24519,External-RSA-SecurID-Server,User entered invalid PIN; PIN must only contain alpha-numeric characters
24520,External-RSA-SecurID-Server,User entered invalid PIN; PIN must only contain numeric characters
24521,External-RSA-SecurID-Server,User entered PIN with invalid length
24522,External-RSA-SecurID-Server,"PIN Accepted. Wait for the token code to change, then reauthenticate using the new passcode."
24523,External-RSA-SecurID-Server,Returned challenge asking the user to enter next tokencode
24524,External-RSA-SecurID-Server,Received user response for next tokencode challenge
24525,External-RSA-SecurID-Server,Returned challenge asking the user to accept system's PIN
24526,External-RSA-SecurID-Server,Received user response for accept system PIN challenge
24527,External-RSA-SecurID-Server,Returned challenge asking the user to enter new PIN
24528,External-RSA-SecurID-Server,Received user response for enter new PIN challenge
24529,External-RSA-SecurID-Server,Returned challenge displaying the user his new PIN
24530,External-RSA-SecurID-Server,Received user response for challenge displaying him his new PIN
24531,External-RSA-SecurID-Server,Returned challenge asking the user to reenter new PIN
24532,External-RSA-SecurID-Server,Received user response for challenge asking the user to reenter new PIN
24533,External-RSA-SecurID-Server,User reentered a different PIN
24534,External-RSA-SecurID-Server,Returned challenge asking the user whether he is going to accept system's PIN or will enter a new PIN
24535,External-RSA-SecurID-Server,Received user response for challenge asking the user to accept system's PIN or enter a new PIN
24536,External-RSA-SecurID-Server,User chose to enter a new PIN
24537,External-RSA-SecurID-Server,User chose to accept system's PIN
24538,External-RSA-SecurID-Server,RSA Session was invalidated
24539,External-RSA-SecurID-Server,"RSA agent configuration loaded, RSA agent started"
24540,External-RSA-SecurID-Server,"RSA agent configuration initialized, RSA agent started"
24541,External-RSA-SecurID-Server,"RSA agent configuration updated, RSA agent restarted"
24542,External-RSA-SecurID-Server,"RSA agent configuration deleted, RSA agent stopped"
24543,External-RSA-SecurID-Server,"RSA session timeout, session cancelled"
24544,External-RSA-SecurID-Server,RSA agent initialization failed
24545,External-RSA-SecurID-Server,The securid file has been removed
24546,External-RSA-SecurID-Server,The sdstatus.12 file has been removed
24547,External-RSA-SecurID-Server,RSA request timeout expired. RSA authentication session cancelled
24548,External-RSA-SecurID-Server,RSA agent configuration load failed
24549,External-RSA-SecurID-Server,RSA agent configuration initialization failed
24550,External-RSA-SecurID-Server,RSA agent configuration update failed
24551,External-RSA-SecurID-Server,"RSA request is declined, because RSA agent initialization has failed"
24552,External-RSA-SecurID-Server,Reject response from the RSA server is considered as User not found
24553,External-RSA-SecurID-Server,User record was cached
24554,External-RSA-SecurID-Server,User record was not cached
24555,External-RSA-SecurID-Server,User record was found in the cache
24556,External-RSA-SecurID-Server,User record was not found in the cache
24557,External-RSA-SecurID-Server,An error occurred while searching for user records in the cache
24558,External-RSA-SecurID-Server,User cache is not enabled in the RSA identity store configuration
24559,External-RSA-SecurID-Server,Searching for user in the RSA identity store
24600,Radius-Token,RADIUS token identity store is created
24601,Radius-Token,RADIUS token identity store is destroyed
24602,Radius-Token,RADIUS token identity store is configured with static prompt
24603,Radius-Token,RADIUS token identity store configured to obtain prompt from RADIUS token server
24604,Radius-Token,RADIUS token primary server was created
24605,Radius-Token,RADIUS token secondary server was created
24606,Radius-Token,RADIUS token identity store configured to fail on authentication reject
24607,Radius-Token,RADIUS token identity store configured to return unknown user error on authentication reject
24608,Radius-Token,RADIUS token identity store failed due to wrong input
24609,Radius-Token,RADIUS token identity store is authenticating against the primary server
24610,Radius-Token,RADIUS token identity store is authenticating against the secondary server
24611,Radius-Token,RADIUS token server configuration error
24612,Radius-Token,Authentication against the RADIUS token server succeeded
24613,Radius-Token,Authentication against the RADIUS token server failed
24614,Radius-Token,RADIUS token server authentication failure is translated as Unknown user failure
24615,Radius-Token,RADIUS token identity store received access challenge response
24616,Radius-Token,RADIUS token identity store received timeout Error
24617,Radius-Token,RADIUS token identity store received external Error
24618,Radius-Token,RADIUS token identity store received unknown Error
24619,Radius-Token,Non-compliant attributes detected in the RADIUS token identity store
24620,Radius-Token,User name format was changed after authentication with the RADIUS token server
24621,Radius-Token,RADIUS token identity store configured to return defined prompt
24622,Radius-Token,RADIUS token identity store configured to return prompt from the RADIUS token server
24623,Radius-Token,User record was cached
24624,Radius-Token,User record was not cached
24625,Radius-Token,User record found in the cache
24626,Radius-Token,User record not found in the cache
24627,Radius-Token,An Error occurred while searching for user records in the cache
24628,Radius-Token,User cache not enabled in the RADIUS token identity store configuration
24629,Radius-Token,Searching for user in the RADIUS token identity store
24630,Radius-Token,Failed to get Server IP by name
30000,MGMT,Unknown fatal management error
31000,Notification-Dispatcher,Could not initialize notification dispatcher
12176,EAP,EAP-FAST PAC-less full handshake finished successfully
12177,EAP,No cipher for PAC-less EAP-FAST authentication
12178,EAP,Rejected PAC unexpectedly received during PAC-less mode of EAP-FAST
12200,EAP,Approved EAP-FAST client Tunnel PAC request
12201,EAP,Approved EAP-FAST client Machine PAC request
12202,EAP,Approved EAP-FAST client Authorization PAC request
12300,EAP,Prepared EAP-Request proposing PEAP with challenge
12301,EAP,Extracted EAP-Response/NAK requesting to use PEAP instead
12302,EAP,Extracted EAP-Response containing PEAP challenge-response and accepting PEAP as negotiated
12303,EAP,Failed to negotiate EAP because PEAP not allowed in the Allowed Protocols
12304,EAP,Extracted EAP-Response containing PEAP challenge-response
12305,EAP,Prepared EAP-Request with another PEAP challenge
12306,EAP,PEAP authentication succeeded
12307,EAP,PEAP authentication failed
12308,EAP,Client sent Result TLV indicating failure
12309,EAP,PEAP handshake failed
12310,EAP,PEAP full handshake finished successfully
12311,EAP,PEAP session resumed successfully
12312,EAP,PEAP fast-reconnect - skipping inner method
12313,EAP,PEAP inner method started
12314,EAP,PEAP inner method finished successfully
12315,EAP,PEAP inner method finished with failure
12316,EAP,PEAP version negotiation failed
12317,EAP,PEAP fast-reconnect failed; starting inner method
12318,EAP,Successfully negotiated PEAP version 0
12319,EAP,Successfully negotiated PEAP version 1
12320,EAP,Client failed to acknowledge receipt of success or failure result
12321,EAP,PEAP failed SSL/TLS handshake because the client rejected the ISE local-certificate
12322,EAP,PEAP failed SSL/TLS handshake after a client alert
12500,EAP,Prepared EAP-Request proposing EAP-TLS with challenge
12501,EAP,Extracted EAP-Response/NAK requesting to use EAP-TLS instead
12502,EAP,Extracted EAP-Response containing EAP-TLS challenge-response and accepting EAP-TLS as negotiated
12503,EAP,Failed to negotiate EAP because EAP-TLS not enabled in Allowed Protocols
12504,EAP,Extracted EAP-Response containing EAP-TLS challenge-response
12505,EAP,Prepared EAP-Request with another EAP-TLS challenge
12506,EAP,EAP-TLS authentication succeeded
12507,EAP,EAP-TLS authentication failed
12508,EAP,EAP-TLS handshake failed
12509,EAP,EAP-TLS full handshake finished successfully
12510,EAP,EAP-TLS session resumed successfully
12511,EAP,Unexpectedly received TLS alert message; treating as a rejection by the client
12512,EAP,Treat the unexpected TLS acknowledge message as a rejection from the client
12513,EAP,Could not establish the EAP TLS SSL session
12514,EAP,EAP-TLS failed SSL/TLS handshake because of an unknown CA in the client certificates chain
12515,EAP,EAP-TLS failed SSL/TLS handshake because of an expired CRL associated with a CA in the client certificates chain
12516,EAP,EAP-TLS failed SSL/TLS handshake because of an expired certificate in the client certificates chain
12517,EAP,EAP-TLS failed SSL/TLS handshake because of a revoked certificate in the client certificate chain
12518,EAP,EAP-TLS failed SSL/TLS handshake because of a bad certificate in the client certificate chain
12519,EAP,EAP-TLS failed SSL/TLS handshake because of an unsupported certificate in the client certificate chain
12520,EAP,EAP-TLS failed SSL/TLS handshake because the client rejected the ISE local-certificate
12521,EAP,EAP-TLS failed SSL/TLS handshake after a client alert
12522,EAP,Prepared EAP-Request for inner method proposing EAP-TLS with challenge
12523,EAP,Extracted EAP-Response/NAK for inner method requesting to use EAP-TLS instead
12524,EAP,Extracted EAP-Response containing EAP-TLS challenge-response for inner method and accepting EAP-TLS as negotiated
12525,EAP,Failed to negotiate EAP for inner method because EAP-TLS not allowed in the Allowed Protocols
12526,EAP,Extracted EAP-Response for inner method containing TLS challenge-response
12527,EAP,Prepared EAP-Request for inner method with another EAP-TLS challenge
12528,EAP,Inner EAP-TLS authentication succeeded
12529,EAP,Inner EAP-TLS authentication failed
12550,EAP,Sent an OCSP request to the primary OCSP server for the CA
12551,EAP,Sent an OCSP request to the secondary OCSP server for the CA
12552,EAP,Conversation with OCSP server ended with failure
12553,EAP,Received OCSP response
12554,EAP,OCSP status of user certificate is good
12555,EAP,OCSP status of user certificate is revoked
12556,EAP,OCSP status of user certificate is unknown
12557,EAP,User Auth failed because OCSP status is unknown
12558,EAP,Performed fallback to secondary OCSP server
12559,EAP,Internal error occurred during communication with the OCSP server
12560,EAP,OCSP server URL is invalid
12561,EAP,Connection to OCSP server failed
12562,EAP,OCSP server response is invalid
12563,EAP,OCSP server returned an error
12564,EAP,OCSP server did not provide the required nonce in response
12565,EAP,OCSP server response nonce verification failed
12566,EAP,OCSP server response time verification failed
12567,EAP,OCSP server response signature verification failed
12568,EAP,Lookup user certificate status in OCSP cache
12569,EAP,User certificate status was not found in OCSP cache
12570,EAP,Lookup user certificate status in OCSP cache succeeded
12571,EAP,ISE will continue to CRL verification if it is configured for specific CA
12572,EAP,OCSP response not cached
12600,EAP,Prepared EAP-Request proposing EAP-GTC with challenge
12601,EAP,Extracted EAP-Response/NAK requesting to use EAP-GTC instead
12602,EAP,Extracted EAP-Response containing EAP-GTC challenge-response and accepting EAP-GTC as negotiated
12603,EAP,Failed to negotiate EAP because EAP-GTC not allowed in the Allowed Protocols
12604,EAP,Extracted EAP-Response containing GTC challenge-response
12605,EAP,Prepared EAP-Request with another EAP-GTC challenge
12606,EAP,Prepared EAP-Request for inner method proposing EAP-GTC with challenge
12607,EAP,Extracted EAP-Response/NAK for inner method requesting to use EAP-GTC instead
12608,EAP,Extracted EAP-Response containing EAP-GTC challenge-response for inner method and accepting EAP-GTC as negotiated
12609,EAP,Failed to negotiate EAP for inner method because EAP-GTC not allowed in the Allowed Protocols
12610,EAP,Extracted EAP-Response for inner method containing GTC challenge-response
12611,EAP,Prepared EAP-Request for inner method with another EAP-GTC challenge
12612,EAP,EAP-GTC authentication succeeded
12613,EAP,EAP-GTC authentication failed
12614,EAP,Inner EAP-GTC authentication succeeded
12615,EAP,Inner EAP-GTC authentication failed
12616,EAP,GTC username doesn't match inner method EAP-Response/Identity
12617,EAP,Internal Error: invalid EAP-GTC state
12618,EAP,Failed to parse EAP-GTC packet
12619,EAP,Received EAP-GTC packet with invalid argument
12621,EAP,EAP-GTC password change attempt failed
12622,EAP,EAP-GTC password change attempt passed
12623,EAP,EAP-GTC authentication attempt failed
12624,EAP,EAP-GTC authentication attempt passed
12625,EAP,Valid EAP-Key-Name attribute received
12626,EAP,Invalid EAP-Key-Name attribute received
12628,EAP,Invalid operation performed
12650,EAP,Invalid operation performed
12651,EAP,Accept client on authenticated provisioning
12652,EAP,Accept client on provisioning after invalid PAC fallback
12653,EAP,Failed to negotiate EAP for inner method because EAP-GTC denied for anonymous PAC provisioning
12700,EAP,Prepared EAP-Request proposing LEAP with challenge
12701,EAP,Extracted EAP-Response/NAK requesting to use LEAP instead
12702,EAP,Extracted EAP-Response containing LEAP challenge-response and accepting LEAP as negotiated
12703,EAP,Failed to negotiate EAP because LEAP not allowed in the Allowed Protocols
12704,EAP,LEAP completed. Sent EAP-Response containing LEAP challenge-response and cisco-av-pair containing LEAP session-key
12705,EAP,LEAP authentication passed; Continuing protocol
12706,EAP,LEAP authentication failed; Finishing protocol
12707,EAP,LEAP authentication Error; Finishing protocol
12708,EAP,LEAP packet validation failed
12709,EAP,LEAP packet parsing failed
12710,EAP,LEAP internal Error: Invalid state
12711,EAP,LEAP internal Error: LEAP challenge not created
12712,EAP,LEAP internal Error: LEAP challenge-response and session-key not created
12750,EAP,Failed to negotiate EAP for inner method because EAP-MSCHAP not allowed under PEAP configuration in the Allowed Protocols
12751,EAP,Failed to negotiate EAP for inner method because EAP-MSCHAP not allowed under EAP-FAST configuration in the Allowed Protocols
12752,EAP,Failed to negotiate EAP for inner method because EAP-TLS not allowed under PEAP configuration in the Allowed Protocols
12753,EAP,Failed to negotiate EAP for inner method because EAP-TLS not allowed under EAP-FAST configuration in the Allowed Protocols
12754,EAP,Failed to negotiate EAP for inner method because EAP-GTC not allowed under PEAP configuration in the Allowed Protocols
12755,EAP,Failed to negotiate EAP for inner method because EAP-GTC not allowed under EAP-FAST configuration in the Allowed Protocols
12800,EAP,Extracted first TLS record; TLS handshake started
12801,EAP,Prepared TLS ChangeCipherSpec message
12802,EAP,Prepared TLS Finished message
12803,EAP,Extracted TLS ChangeCipherSpec message
12804,EAP,Extracted TLS Finished message
12805,EAP,Extracted TLS ClientHello message
12806,EAP,Prepared TLS ServerHello message
12807,EAP,Prepared TLS Certificate message
12808,EAP,Prepared TLS ServerKeyExchange message
12809,EAP,Prepared TLS CertificateRequest message
12810,EAP,Prepared TLS ServerDone message
12811,EAP,Extracted TLS Certificate message containing client certificate
12812,EAP,Extracted TLS ClientKeyExchange message
12813,EAP,Extracted TLS CertificateVerify message
12814,EAP,Prepared TLS Alert message
12815,EAP,Extracted TLS Alert message
12816,EAP,TLS handshake succeeded
12817,EAP,TLS handshake failed
12818,EAP,Expected TLS acknowledge for last alert but received another message
12830,CRL,CRL verification bypassed
12831,CRL,Unable to download CRL
12832,EAP,Tunnel build with local server certificate is not yet active or it has already expired
12833,EAP,EAP-FAST provisioning mode is restricted to anonymous
12834,CRL,ISE used a CRL that is not active yet or has expired
12850,EAP,Received NAK TLV. Client rejected the conversation
12851,EAP,Received unexpected EAP NAK message. Client rejected the conversation
12852,EAP,Cryptographic processing of received buffer failed
12853,EAP,Empty EAP-GTC message received
12854,EAP,Cannot authenticate because password was not present or was empty
12855,EAP,PAC was not sent due to authorization failure
12856,EAP,User certificate was revoked by CRL verification
13000,TACACS,Invalid TACACS+ authorization request
13001,TACACS,Invalid TACACS+ accounting request
13002,TACACS,Started TACACS+ listener
13003,TACACS,Stopped TACACS+ listener
13004,TACACS,TACACS+ listener failed
13005,TACACS,Received TACACS+ Authorization Request
13006,TACACS,Received TACACS+ Accounting Request
13007,TACACS,Invalid TACACS+ packet header
13008,TACACS,Reached TACACS+ maximum client limit
13009,TACACS,Failed to accept TACACS+ client connection
13010,TACACS,Received TACACS+ packet with invalid length
13011,TACACS,Invalid TACACS+ request packet - possibly mismatched Shared Secrets
13012,TACACS,Invalid TACACS+ authentication request
13013,TACACS,Received TACACS+ Authentication START Request
13014,TACACS,Received TACACS+ Authentication CONTINUE Request
13015,TACACS,Returned TACACS+ Authentication Reply
13017,TACACS,Received TACACS+ packet from unknown Network Device or AAA Client
13019,TACACS,Failed to obtain TACACS+ Settings
13020,TACACS,Get TACACS+ default network device setting
13021,TACACS,TACACS+ request was dropped because of system overload
13023,Device-administration,Command matched a Deny-Always rule
13024,Device-administration,Command matched a Permit rule
13025,Device-administration,Command failed to match a Permit rule
13027,TACACS,TACACS+ authorization request missing both User and Remote-Address attributes
13029,TACACS,Requested privilege level too high
13030,TACACS,TACACS+ authentication request missing a User name
13031,TACACS,TACACS+ authentication request missing user Password
13032,TACACS,Fatal Error accessing TACACS+ configuration
13034,TACACS,Returned TACACS+ Authorization Reply
13035,TACACS,Returned TACACS+ Accounting Reply
13036,TACACS,Selected Shell Profile is DenyAccess
13037,TACACS,Shell Profile Privilege Level not configured correctly
13038,TACACS,TACACS+ request failed because of a critical logging Error
13039,TACACS,TACACS+ authentication request does not contain the user's new password
13040,TACACS,TACACS+ authentication request contains an empty string in the Confirm New User Password field
13041,TACACS,TACACS+ authentication request switches from Login to Change Password functionality
13042,TACACS,TACACS+ authentication request to confirm a user's new password has failed
13043,TACACS,Challenge-response mechanism is not supported by the selected TACACS+ authentication type
13044,TACACS,TACACS+ will use the password prompt returned by the identity store
13045,TACACS,TACACS+ will use the password prompt from global TACACS+ configuration
13046,TACACS,TACACS+ ASCII change password request
15001,Policy,Adapter must contain at least one value
15002,Policy,Configured operator failed to match the value type
15003,Policy,Incorrect database configuration
15004,Policy,Matched rule
15005,Policy,Matched monitored rule
15006,Policy,Matched Default Rule
15007,Policy,Policy result type did not match expected result
15008,Policy,Evaluating Service Selection Policy
15009,Policy,Exception Authorization Policy not configured
15010,Policy,Identity policy is not configured
15011,Policy,Authorization Policy not configured
15012,Policy,Selected Access Service
15013,Policy,Selected Identity Source
15015,Policy,Could not find ID Store
15016,Policy,Selected Authorization Profile
15017,Policy,Selected Shell Profile
15018,Policy,Selected Command Set
15019,Policy,Could not find selected Authorization Profiles
15020,Policy,Could not find selected Shell Profiles
15021,Policy,Could not find selected Command Set
15022,Policy,Could not find selected Access Service
15023,Policy,Could not match rule
15024,Policy,PAP is not allowed
15025,Posture,External Policy Check Policy not configured
15026,Posture,External Policy Server not found
15027,Posture,External Policy Server selected
15028,Posture,Sending request to External Policy Server
15029,Posture,Could not retrieve attributes from External Policy Server
15030,Posture,Apparent misconfiguration of External Policy Server
15031,Posture,External Policy attributes retrieved
15032,Policy,Evaluating External Policy Check Policy
15033,Policy,Group Mapping Policy not configured
15034,Posture,Skip External Policy Check
15035,Policy,Evaluating Exception Authorization Policy
15036,Policy,Evaluating Authorization Policy
15037,Policy,Using previously selected Access Service
15038,Posture,Skipping External Policy because of missing or malformed required attributes
15039,RADIUS,Rejected per authorization profile
15040,Policy,User name attribute not defined in certificate profile
15041,Policy,Evaluating Identity Policy
15042,Policy,No rule was matched
15043,Policy,Dynamic attribute value is unavailable
15044,Policy,Evaluating Group Mapping Policy
